sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
8121,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,200273,200442,7364,12701
8121,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,214769,214942,5224,14128
8121,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,230224,230394,18747,28189
8121,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,259352,259522,3619,17339
8140,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,25275,25455,10099,11772
8140,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,39271,39445,5293,6518
8140,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,47551,47725,5918,8318
8140,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,56886,57057,4505,6650
8140,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,64766,64937,5067,7907
8140,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,74062,74233,4802,8043
8140,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,83246,83417,5914,8890
8140,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,93205,93376,7908,23899
8140,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,119629,119801,15419,19587
8140,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,140668,140842,9761,13370
8140,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,154821,154991,26531,30684
8140,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,186476,186647,18300,23227
8038,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,39349,39438,12514,18393
8038,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,62719,62775,11461,13780
8038,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,78374,78414,6884,9893
8038,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,90423,90463,8235,11626
8038,5,3,4,63,13,|21|3||,|12|3||,0,1,9,4,103662,103702,4884,20012
8038,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,126286,126326,4698,20812
8038,7,3,4,63,22,|21|3||,|13||2|,1,1,12,4,148453,148491,17587,24512
8038,8,3,4,63,46,|21|3||,||13|2|,1,1,15,4,174468,174524,12189,17605
8038,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,193068,193125,2965,19420
8038,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,213348,213390,10988,25494
8038,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,239731,239788,8307,19659
8038,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,260234,260290,8245,20414
8122,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,71619,71795,10804,13111
8122,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,88567,88735,6908,8404
8122,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,98062,98230,7581,10454
8122,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,109463,109634,3273,6247
8122,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,116822,116990,6421,11038
8122,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,128790,128960,4650,8451
8122,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,137933,138104,14338,17523
8122,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,156277,156447,42099,47826
8122,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,205172,205342,14405,19324
8122,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,225219,225390,25043,29789
8122,11,3,5,63,43,|21|3||,|32|1||,1,1,33,5,255635,255806,15163,20219
8122,12,3,5,63,45,|21|3||,|3|1|2|,1,1,36,5,276914,277084,8700,15892
8073,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,55230,55407,11600,13502
8073,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,71137,71306,9698,11675
8073,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,84040,84210,10668,13227
8073,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,99600,99772,6344,8465
8073,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,109280,109449,8932,12429
8073,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,122672,122841,31705,34971
8073,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,159383,159553,6651,8964
8073,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,169640,169809,12067,14619
8073,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,185183,185354,8947,12443
8073,10,3,5,63,21,|21|3||,|132|||,0,1,27,5,198503,198673,11579,40279
8073,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,241182,241356,10263,14721
8073,12,3,5,63,45,|21|3||,|3|1|2|,1,1,33,5,256734,256906,5602,9745
87,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,51916,52093,10229,13302
87,2,3,2,63,55,|21|3||,|2|1|3|,0,1,3,2,66919,67090,3688,11058
87,3,3,3,63,53,|21|3||,|23|1||,0,1,3,3,81079,81250,15282,18032
87,4,3,3,63,54,|21|3||,|2|13||,1,1,6,3,100110,100280,15258,19163
87,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,120958,121128,10459,14740
87,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,136782,136952,13930,17347
87,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,155309,155482,13567,16552
87,8,3,4,63,46,|21|3||,||13|2|,1,1,15,4,175013,175186,5161,8320
87,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,184277,184446,6084,10965
87,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,196253,196425,26825,31810
87,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,228956,229128,7362,13298
87,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,243147,243318,7668,13059
8079,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,45570,45711,6531,8674
8079,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,58365,58423,3500,4507
8079,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,64221,64279,10292,12584
8079,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,77844,77885,3996,10563
8079,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,89508,89564,9846,16236
8079,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,106620,106660,11570,15117
8079,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,122236,122291,12234,14757
8079,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,137579,137635,12680,18634
8079,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,156876,156932,12865,19069
8079,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,176763,176820,10694,22188
8079,11,3,5,63,43,|21|3||,|32|1||,1,1,18,5,199611,199653,4651,10586
8079,12,3,5,63,45,|21|3||,|3|1|2|,0,1,18,5,211011,211068,9702,17563
8044,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,24664,24843,7341,14994
8044,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,45404,45575,7127,8521
8044,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,56139,56309,6248,9651
8044,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,66779,66951,4469,6256
8044,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,74259,74430,4458,8388
8044,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,84075,84247,9024,20666
8044,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,105858,106027,8277,13277
8044,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,120258,120429,5202,9658
8044,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,132242,132412,10707,14164
8044,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,147313,147483,5602,13573
8044,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,161977,162149,12339,20234
8044,12,3,5,63,45,|21|3||,|3|1|2|,1,1,21,5,183321,183496,8279,11958
8075,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,24257,24432,6198,8408
8075,2,3,2,63,55,|21|3||,|2|1|3|,0,1,3,2,34883,35052,7611,14005
8075,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,51156,51325,8029,12905
8075,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,66097,66267,4933,8599
8075,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,76076,76246,6331,11060
8075,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,88269,88439,15670,34227
8075,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,124098,124267,5298,11021
8075,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,136506,136676,8429,19317
8075,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,157728,157898,11045,21664
8075,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,180743,180918,6279,14231
8075,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,195919,196094,9752,18519
8075,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,215604,215776,7826,28357
8022,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,24908,25086,7302,17837
8022,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,44448,44617,2890,5524
8022,3,3,3,63,53,|21|3||,|23|1||,0,1,3,3,51553,51722,5394,9458
8022,4,3,3,63,54,|21|3||,|2|13||,1,1,6,3,62200,62369,3403,6162
8022,5,3,4,63,13,|21|3||,|12|3||,0,1,6,4,69391,69561,4467,10987
8022,6,3,4,63,44,|21|3||,|3|12||,0,1,6,4,81271,81442,2026,9674
8022,7,3,4,63,22,|21|3||,|13||2|,1,1,9,4,91751,91920,5116,9821
8022,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,102271,102440,1811,7756
8022,9,3,5,63,11,|21|3||,|123|||,0,1,9,5,110718,110889,5915,14868
8022,10,3,5,63,21,|21|3||,|132|||,0,1,9,5,126014,126190,7486,15694
8022,11,3,5,63,43,|21|3||,|32|1||,0,1,9,5,142190,142360,9651,23019
8022,12,3,5,63,45,|21|3||,|3|1|2|,0,1,9,5,166253,166423,5293,15108
8050,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,27714,27883,10159,13575
8050,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,49091,49262,14418,20460
8050,3,3,3,63,53,|21|3||,|23|1||,1,1,3,3,70347,70520,10321,15224
8050,4,3,3,63,54,|21|3||,|2|13||,1,1,6,3,87458,87633,6751,9104
8050,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,98018,98192,7545,13242
8050,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,112178,112351,37488,42248
8050,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,155688,155863,18871,22815
8050,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,179480,179656,8111,20509
8050,9,3,5,63,11,|21|3||,|123|||,1,1,15,5,202031,202205,17289,21754
8050,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,224542,224723,6378,16171
8050,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,242613,242786,23043,31315
8050,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,275045,275218,4658,11465
8023,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,40405,40583,29877,35819
8023,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,77030,77198,5652,6790
8023,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,86870,87039,7626,9756
8023,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,98814,98983,4619,6467
8023,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,106630,106799,3636,6732
8023,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,115245,115416,3506,6284
8023,7,3,4,63,22,|21|3||,|13||2|,0,1,15,4,123230,123399,3308,10658
8023,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,136813,136983,8060,16947
8023,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,155293,155463,6941,10691
8023,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,167004,167174,5013,8669
8023,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,176917,177087,5931,9539
8023,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,187588,187758,6565,26003
8053,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,62848,63029,12528,15328
8053,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,81392,81565,3895,5592
8053,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,89743,89915,7233,14818
8053,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,106774,106949,7511,12328
8053,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,122494,122668,28681,36617
8053,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,161413,161587,12936,27449
8053,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,191620,191795,13529,19560
8053,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,212827,213003,5928,23696
8053,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,237755,237931,22311,30839
8053,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,270194,270373,6629,38348
8053,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,309761,309937,16559,42983
8053,12,3,5,63,45,|21|3||,|3|1|2|,1,1,24,5,354559,354733,21153,31081
8014,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,31695,31791,13989,16259
8014,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,52749,52804,7871,9500
8014,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,63295,63335,7705,11119
8014,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,75554,75612,5436,7995
8014,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,87599,87655,12392,22241
8014,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,111178,111218,8609,13169
8014,7,3,4,63,22,|21|3||,|13||2|,0,1,15,4,125398,125438,12786,17395
8014,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,144245,144301,7845,14995
8014,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,160430,160486,15797,20997
8014,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,182312,182370,9173,13903
8014,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,196993,197050,15577,23380
8014,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,221137,221193,12677,27081
8102,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,35007,35184,5604,7589
8102,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,45176,45350,3671,5512
8102,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,54096,54267,3897,8058
8102,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,63640,63811,3761,6505
8102,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,71656,71825,5812,9380
8102,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,82088,82259,5937,21145
8102,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,107471,107642,2571,6995
8102,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,115639,115810,12722,16675
8102,9,3,5,63,11,|21|3||,|123|||,0,1,18,5,133735,133909,11215,20497
8102,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,155391,155562,15187,23843
8102,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,180294,180464,4133,13292
8102,12,3,5,63,45,|21|3||,|3|1|2|,1,1,21,5,194638,194809,6058,13500
8147,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,59943,60090,15828,18298
8147,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,84056,84114,6376,8874
8147,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,95176,95216,10388,16253
8147,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,113168,113208,18385,32741
8147,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,146711,146767,13710,19486
8147,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,167799,167855,8212,15694
8147,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,184247,184303,8500,13612
8147,8,3,4,63,46,|21|3||,||13|2|,1,1,15,4,198686,198742,44409,50334
8147,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,250333,250390,35798,44374
8147,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,296605,296663,10410,15819
8147,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,313325,313382,71693,78741
8147,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,393628,393684,71780,78701
8136,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,59854,60033,12525,14845
8136,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,77058,77227,5300,6779
8136,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,85841,86010,8748,11877
8136,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,99538,99707,9034,11739
8136,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,112593,112763,11235,16435
8136,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,130305,130477,10824,14289
8136,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,146377,146547,9442,13675
8136,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,161400,161562,34883,38875
8136,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,201399,201570,14867,21412
8136,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,224022,224193,9003,14228
8136,11,3,5,63,43,|21|3||,|32|1||,1,1,33,5,239359,239529,23916,28963
8136,12,3,5,63,45,|21|3||,|3|1|2|,1,1,36,5,270310,270480,37299,48099
8106,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,43362,43510,4882,6818
8106,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,53899,53954,5724,7222
8106,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,62212,62249,7998,10518
8106,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,74051,74092,4101,6507
8106,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,82034,82075,4288,8694
8106,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,91499,91555,5919,11565
8106,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,106682,106738,9631,12708
8106,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,120338,120379,8613,14255
8106,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,135466,135522,12120,15662
8106,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,151970,152012,13334,16853
8106,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,169578,169635,22217,27237
8106,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,197785,197843,5972,16732
8109,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,312871,313048,13710,20293
8109,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,337618,337793,4942,6390
8109,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,346626,346798,3095,10648
8109,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,358514,358684,3290,5978
8109,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,365042,365213,5249,10931
8109,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,377746,377916,5579,15114
8109,7,3,4,63,22,|21|3||,|13||2|,0,1,9,4,393441,393611,11155,20715
8109,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,418009,418182,3039,9360
8109,9,3,5,63,11,|21|3||,|123|||,0,1,9,5,429113,429286,8986,17186
8109,10,3,5,63,21,|21|3||,|132|||,0,1,9,5,447137,447307,7100,15884
8109,11,3,5,63,43,|21|3||,|32|1||,0,1,9,5,463896,464067,17003,30251
8109,12,3,5,63,45,|21|3||,|3|1|2|,0,1,9,5,495304,495475,6411,13803
8046,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,38375,38474,6198,8072
8046,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,49092,49147,3742,5296
8046,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,55540,55595,6876,10077
8046,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,68099,68155,4941,8052
8046,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,76971,77011,5602,11631
8046,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,89603,89659,8894,16572
8046,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,107019,107060,7413,11499
8046,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,119322,119380,9075,13050
8046,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,134562,134618,9711,15028
8046,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,150378,150434,6241,10223
8046,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,161378,161434,5675,10837
8046,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,172985,173041,5352,8908
8160,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,49482,49584,4804,5760
8160,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,56620,56660,8727,9786
8160,3,3,3,63,53,|21|3||,|23|1||,0,1,0,3,67540,67579,14575,17774
8160,4,3,3,63,54,|21|3||,|2|13||,0,1,0,3,87323,87379,6752,11130
8160,5,3,4,63,13,|21|3||,|12|3||,1,1,3,4,99139,99195,3631,10512
8160,6,3,4,63,44,|21|3||,|3|12||,0,1,3,4,111363,111420,3469,14621
8160,7,3,4,63,22,|21|3||,|13||2|,0,1,3,4,127179,127235,3980,12436
8160,8,3,4,63,46,|21|3||,||13|2|,0,1,3,4,139971,140027,6396,12206
8160,9,3,5,63,11,|21|3||,|123|||,1,1,6,5,152746,152803,2796,10076
8160,10,3,5,63,21,|21|3||,|132|||,1,1,9,5,164067,164124,3874,8507
8160,11,3,5,63,43,|21|3||,|32|1||,0,1,9,5,173554,173597,3049,12987
8160,12,3,5,63,45,|21|3||,|3|1|2|,0,1,9,5,186930,186987,3923,10277
8039,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,35266,35363,7242,11467
8039,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,49295,49352,6861,8942
8039,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,59421,59461,9088,13724
8039,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,74119,74176,4662,8001
8039,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,83153,83193,8337,14253
8039,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,98519,98575,5420,26524
8039,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,127254,127309,9545,14690
8039,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,143002,143058,10410,16826
8039,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,161192,161249,6325,12384
8039,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,174748,174806,3247,9657
8039,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,185376,185433,10097,17490
8039,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,203805,203860,7749,14988
8032,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,714766,714941,7466,9396
8032,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,726461,726634,3150,4951
8032,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,732533,732705,7832,16777
8032,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,753331,753502,23698,30410
8032,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,784884,785054,10018,15268
8032,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,801539,801711,11601,16802
8032,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,819123,819293,4379,9803
8032,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,829682,829853,14090,26460
8032,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,857506,857677,8898,15347
8032,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,873642,873813,13050,16827
8032,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,891257,891428,9779,14387
8032,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,906457,906630,20936,31705
8101,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,83901,84078,15332,16988
8101,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,107133,107307,4382,6439
8101,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,116613,116786,4607,9071
8101,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,129061,129233,7528,12296
8101,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,143492,143662,12581,17756
8101,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,162828,162998,10292,28324
8101,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,192613,192784,7561,11283
8101,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,206068,206238,5674,18100
8101,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,229227,229397,9044,14637
8101,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,245180,245352,10986,17538
8101,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,264419,264589,15877,21764
8101,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,287915,288089,35312,44111
8137,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,27925,28103,7137,8986
8137,2,3,2,63,55,|21|3||,|2|1|3|,0,1,3,2,38629,38802,5270,8326
8137,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,48052,48221,6227,7716
8137,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,56765,56935,4481,6377
8137,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,63900,64070,11188,14212
8137,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,78989,79159,12146,19793
8137,7,3,4,63,22,|21|3||,|13||2|,1,1,12,4,99875,100044,9845,12798
8137,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,113516,113685,5115,13500
8137,9,3,5,63,11,|21|3||,|123|||,1,1,15,5,127827,127997,8259,12676
8137,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,141491,141665,4087,11887
8137,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,154178,154349,5723,15971
8137,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,170882,171051,6397,12868
8107,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,23101,23281,12081,14297
8107,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,39327,39499,3807,5297
8107,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,46511,46682,4881,7161
8107,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,55102,55273,3297,5922
8107,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,61598,61768,8187,11515
8107,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,74334,74505,4227,8259
8107,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,84046,84217,7530,11011
8107,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,96102,96273,6865,11218
8107,9,3,5,63,11,|21|3||,|123|||,0,1,21,5,108421,108592,3387,22740
8107,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,132181,132352,11643,17588
8107,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,151485,151656,11962,29290
8107,12,3,5,63,45,|21|3||,|3|1|2|,1,1,24,5,181910,182079,17539,24076
8035,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,23063,23241,4494,5893
8035,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,31819,31988,2386,4020
8035,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,37275,37445,4330,6858
8035,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,45842,46012,5387,8874
8035,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,58899,59068,5851,11100
