sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
8123,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,57154,57323,3164,6411
8123,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,64714,64883,3282,5644
8123,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,71458,71629,2505,6507
8123,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,79242,79413,4329,7251
8123,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,87498,87667,2508,5204
8123,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,93682,93852,2739,9874
8123,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,105433,105602,5229,9910
8123,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,116642,116813,6402,12050
8123,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,129601,129771,4900,8604
8123,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,138936,139106,4190,12685
8041,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,29562,29669,4947,6427
8041,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,38670,38725,3813,5103
8041,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,45029,45084,7789,10358
8041,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,56381,56422,4091,6554
8041,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,63765,63805,4925,8501
8041,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,73109,73149,3764,6507
8041,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,80388,80429,3197,5932
8041,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,87092,87149,9835,12915
8041,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,103244,103301,8797,14092
8041,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,117995,118052,3862,12620
8041,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,131268,131324,30037,34508
8041,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,166603,166660,5066,9011
8095,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,69863,70039,4893,6502
8095,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,79169,79337,3587,4894
8095,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,85881,86049,3660,5956
8095,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,93305,93476,4825,8769
8095,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,103976,104145,4501,10645
8095,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,115824,115994,5299,29187
8095,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,146127,146297,7363,10437
8095,8,3,4,63,46,|21|3||,||13|2|,1,1,18,4,157744,157912,5828,9604
8095,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,168383,168552,7092,11669
8095,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,180967,181140,11408,20089
8095,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,202542,202713,17756,33891
8095,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,239350,239520,10227,30300
8134,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,40659,40838,8722,11138
8134,2,3,2,63,55,|21|3||,|2|1|3|,0,1,3,2,55388,55557,5179,7069
8134,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,67131,67307,11917,15604
8134,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,84987,85158,4617,7642
8134,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,94859,95032,8504,13617
8134,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,111043,111215,12488,16346
8134,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,129123,129294,5770,9402
8134,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,139826,139996,8108,20971
8134,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,162978,163149,7084,12339
8134,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,179113,179289,5439,10550
8134,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,191321,191492,10644,16443
8134,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,209272,209443,17851,27540
8061,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,28428,28608,3976,5856
8061,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,35620,35793,3560,5087
8061,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,42188,42361,4751,7608
8061,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,50771,50943,12376,14937
8061,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,66539,66710,15234,21003
8061,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,88603,88774,7058,12851
8061,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,102394,102567,9954,13258
8061,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,116602,116773,36970,39906
8061,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,157353,157525,50710,56274
8061,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,214561,214736,53030,57158
8061,11,3,5,63,43,|21|3||,|32|1||,0,1,30,5,272616,272789,57960,78336
8061,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,353742,353918,41126,61101
8143,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,61224,61404,12090,15545
8143,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,79649,79822,4199,6536
8143,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,90177,90350,8271,11881
8143,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,103521,103692,8376,11937
8143,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,117824,117993,5189,12037
8143,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,132048,132218,4364,14708
8143,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,148976,149146,7379,12148
8143,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,162464,162635,8587,48146
8143,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,214071,214243,19025,26850
8143,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,242382,242555,18416,25066
8143,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,269669,269840,17363,26100
8143,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,297485,297655,40451,53492
8009,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,69322,69429,34235,39561
8009,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,111367,111408,7530,9987
8009,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,123022,123062,5269,8532
8009,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,132726,132766,2653,5189
8009,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,139078,139134,3822,9445
8009,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,149525,149582,19174,35653
8009,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,186524,186581,6853,10741
8009,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,198636,198692,5784,10311
8009,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,210268,210324,9319,15542
8009,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,227011,227068,7389,16724
8009,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,244635,244691,21580,32573
8009,12,3,5,63,45,|21|3||,|3|1|2|,1,1,21,5,277785,277842,26294,35691
8062,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,31849,32027,7102,8783
8062,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,42765,42934,4651,6227
8062,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,50476,50645,4916,7717
8062,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,59269,59441,3000,5590
8062,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,65757,65927,4890,8419
8062,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,75140,75310,9100,17866
8062,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,94028,94198,4683,8235
8062,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,103147,103317,6333,11740
8062,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,115884,116055,8491,14907
8062,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,131579,131752,7753,12153
8062,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,144315,144488,5969,19313
8062,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,164371,164544,6938,19058
8111,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,37832,38011,8200,10672
8111,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,50503,50671,8403,10132
8111,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,63790,63959,29913,34203
8111,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,100190,100359,15714,18906
8111,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,120438,120608,9043,15051
8111,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,136757,136929,10314,14802
8111,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,152725,152895,10460,15507
8111,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,169925,170095,32891,45844
8111,9,3,5,63,11,|21|3||,|123|||,0,1,21,5,218013,218183,11939,26851
8111,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,246092,246263,30051,36260
8111,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,283444,283616,24329,31258
8111,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,316435,316605,34099,41013
8018,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,717893,718073,11286,14183
8018,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,733844,734014,8177,10131
8018,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,745115,745286,18241,22770
8018,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,768947,769118,5936,13849
8018,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,783698,783868,7707,18084
8018,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,802715,802886,17193,23185
8018,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,826800,826972,22378,27834
8018,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,855608,855779,72360,76888
8018,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,933477,933649,18402,26027
8018,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,960325,960496,69769,84657
8018,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,1045898,1046069,46983,59866
8018,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,1106521,1106693,29481,46462
8158,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,27829,27925,10649,12760
8158,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,45239,45297,6194,9132
8158,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,56135,56175,17371,21149
8158,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,78152,78192,8364,11315
8158,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,90391,90432,4291,9244
8158,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,101543,101599,7763,11709
8158,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,114846,114903,16100,19708
8158,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,136286,136327,6222,11371
8158,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,151422,151469,10453,15454
8158,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,167806,167863,7932,16701
8158,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,185925,185982,9052,18406
8158,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,207781,207839,22864,44597
8118,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,56898,57076,10196,13341
8118,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,75517,75687,6865,8386
8118,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,86445,86614,10514,13507
8118,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,101036,101208,6609,8889
8118,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,111389,111559,8819,13786
8118,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,127724,127894,4083,7251
8118,7,3,4,63,22,|21|3||,|13||2|,0,1,18,4,136212,136381,18963,31571
8118,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,168347,168517,15251,19412
8118,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,190163,190333,3092,9930
8118,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,201107,201279,7201,14059
8118,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,219146,219317,9492,25884
8118,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,246074,246244,5252,15900
8153,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,36675,36780,10633,11894
8153,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,51869,51926,3252,4830
8153,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,58197,58254,7067,9956
8153,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,69237,69277,5300,7572
8153,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,78357,78397,2924,9670
8153,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,89013,89068,4949,18199
8153,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,110180,110237,7717,13053
8153,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,124188,124243,7224,32480
8153,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,157956,157997,28520,35534
8153,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,197595,197652,28053,37294
8153,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,239131,239187,9707,17166
8153,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,257251,257307,6421,32908
8096,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,52605,52783,12237,15701
8096,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,71704,71873,7171,8957
8096,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,82193,82362,10594,12882
8096,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,98665,98838,12399,15471
8096,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,114784,114954,17611,22956
8096,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,139919,140090,65202,83123
8096,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,226727,226897,41571,51866
8096,8,3,4,63,46,|21|3||,||13|2|,1,1,15,4,281717,281888,6923,10740
8096,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,294158,294327,7964,12901
8096,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,308830,309002,21978,27633
8096,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,338509,338681,26827,35946
8096,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,375372,375546,14265,19081
8008,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,42199,42376,6791,11037
8008,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,55297,55467,3841,5411
8008,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,61545,61715,3905,6802
8008,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,69264,69438,20374,23248
8008,5,3,4,63,13,|21|3||,|12|3||,0,1,9,4,93808,93978,4277,16883
8008,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,111471,111641,17739,21732
8008,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,134191,134366,5118,8326
8008,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,143518,143690,4441,13361
8008,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,158509,158682,7954,15034
8008,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,174853,175024,19436,26796
8008,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,202613,202784,30803,38106
8008,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,242116,242287,19041,30362
7,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,5821,5938,5577,6457
7,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,13126,13296,1106,8516
7,3,3,3,63,53,|21|3||,|23|1||,0,1,0,3,23095,23263,2244,10556
7,4,3,3,63,54,|21|3||,|2|13||,0,1,0,3,34574,34743,1132,5692
7,5,3,4,63,13,|21|3||,|12|3||,0,1,0,4,41262,41431,1221,4572
7,6,3,4,63,44,|21|3||,|3|12||,0,1,0,4,46765,46937,1642,5617
7,7,3,4,63,22,|21|3||,|13||2|,0,1,0,4,53222,53390,1036,4837
7,8,3,4,63,46,|21|3||,||13|2|,0,1,0,4,58998,59168,1387,4571
7,9,3,5,63,11,|21|3||,|123|||,0,1,0,5,64461,64632,1051,7820
7,10,3,5,63,21,|21|3||,|132|||,0,1,0,5,73101,73273,1154,4706
7,11,3,5,63,43,|21|3||,|32|1||,0,1,0,5,78301,78472,6021,11646
7,12,3,5,63,45,|21|3||,|3|1|2|,0,1,0,5,91309,91478,1411,6522
8085,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,37579,37757,5993,29337
8085,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,71498,71668,18074,19955
8085,3,3,3,63,53,|21|3||,|23|1||,0,1,3,3,93250,93421,7234,12105
8085,4,3,3,63,54,|21|3||,|2|13||,0,1,3,3,106617,106788,5281,9865
8085,5,3,4,63,13,|21|3||,|12|3||,1,1,6,4,117753,117925,20793,25354
8085,6,3,4,63,44,|21|3||,|3|12||,0,1,6,4,146129,146300,8186,24539
8085,7,3,4,63,22,|21|3||,|13||2|,1,1,9,4,171697,171867,7972,17836
8085,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,190608,190778,5797,12973
8085,9,3,5,63,11,|21|3||,|123|||,0,1,9,5,204728,204900,2482,10203
8085,10,3,5,63,21,|21|3||,|132|||,1,1,12,5,215929,216104,11062,16342
8085,11,3,5,63,43,|21|3||,|32|1||,0,1,12,5,233576,233748,8114,19723
8085,12,3,5,63,45,|21|3||,|3|1|2|,0,1,12,5,254239,254410,3612,12221
8017,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,595049,595226,7356,10060
8017,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,611074,611247,6478,8391
8017,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,621618,621789,7665,11809
8017,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,635849,636021,4016,7625
8017,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,645000,645170,11065,17764
8017,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,665048,665218,6371,12445
8017,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,681247,681418,5915,10547
8017,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,694760,694930,3890,20010
8017,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,718046,718219,16601,24945
8017,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,745062,745235,12921,19318
8017,11,3,5,63,43,|21|3||,|32|1||,0,1,27,5,768509,768680,42650,94729
8017,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,865122,865293,19667,47803
8146,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,45791,45880,8191,9822
8146,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,61129,61188,9731,21366
8146,3,3,3,63,53,|21|3||,|23|1||,1,1,3,3,86256,86301,22055,27264
8146,4,3,3,63,54,|21|3||,|2|13||,0,1,3,3,117336,117391,4103,10118
8146,5,3,4,63,13,|21|3||,|12|3||,1,1,6,4,131240,131296,6027,12773
8146,6,3,4,63,44,|21|3||,|3|12||,0,1,6,4,146072,146127,7366,34853
8146,7,3,4,63,22,|21|3||,|13||2|,1,1,9,4,182175,182217,5100,10130
8146,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,195367,195422,2788,12937
8146,9,3,5,63,11,|21|3||,|123|||,1,1,12,5,209806,209862,13465,17717
8146,10,3,5,63,21,|21|3||,|132|||,1,1,15,5,228590,228646,7364,11357
8146,11,3,5,63,43,|21|3||,|32|1||,1,1,18,5,240735,240775,4691,10332
8146,12,3,5,63,45,|21|3||,|3|1|2|,0,1,18,5,251742,251798,4702,21960
8149,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,44105,44209,11363,14329
8149,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,60292,60350,5632,7577
8149,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,69179,69219,5908,13271
8149,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,84187,84242,6701,21541
8149,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,107515,107571,4396,10743
8149,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,121642,121698,3478,8063
8149,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,131611,131666,4546,9039
8149,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,141754,141810,5881,14615
8149,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,157210,157265,5014,12517
8149,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,170586,170643,5562,12461
8149,11,3,5,63,43,|21|3||,|32|1||,1,1,21,5,184962,185018,5604,10349
8149,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,196401,196442,3188,13635
8048,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,45120,45302,19074,20850
8048,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,67948,68121,6980,8487
8048,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,79611,79785,9639,13799
8048,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,94499,94672,10001,16647
8048,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,113763,113935,55513,61561
8048,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,176442,176617,39541,43958
8048,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,221889,222060,7123,11635
8048,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,234872,235044,9099,14849
8048,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,250760,250931,11172,20972
8048,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,273360,273532,18106,31699
8048,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,305991,306165,17944,65010
8048,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,372319,372490,8402,15835
8040,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,21383,21489,20984,24567
8040,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,47827,47883,7443,9595
8040,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,58434,58475,33805,38644
8040,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,98337,98393,8164,10980
8040,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,110801,110857,7127,14135
8040,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,126016,126072,5660,31590
8040,7,3,4,63,22,|21|3||,|13||2|,1,1,12,4,158376,158431,9781,14894
8040,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,174128,174184,8076,19006
8040,9,3,5,63,11,|21|3||,|123|||,0,1,12,5,194519,194575,5142,18958
8040,10,3,5,63,21,|21|3||,|132|||,0,1,12,5,214694,214751,11845,25445
8040,11,3,5,63,43,|21|3||,|32|1||,0,1,12,5,241102,241159,22655,33445
8040,12,3,5,63,45,|21|3||,|3|1|2|,1,1,15,5,275422,275477,7420,17412
8055,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,46928,47025,10064,12431
8055,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,61793,61849,5115,6813
8055,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,70665,70703,7693,11175
8055,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,83281,83337,16427,19989
8055,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,104313,104354,17078,23604
8055,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,128856,128911,6470,16464
8055,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,146295,146351,4981,9005
8055,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,156104,156145,4451,17288
8055,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,175496,175552,40589,46005
8055,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,222126,222185,5322,11507
8055,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,234583,234639,4923,9771
8055,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,245150,245206,3126,16869
29,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,30918,31098,13802,17794
29,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,56272,56441,23826,30187
29,3,3,3,63,53,|21|3||,|23|1||,0,1,3,3,91503,91671,15620,29036
29,4,3,3,63,54,|21|3||,|2|13||,0,1,3,3,121950,122119,11947,16395
29,5,3,4,63,13,|21|3||,|12|3||,1,1,6,4,140094,140264,9442,21252
29,6,3,4,63,44,|21|3||,|3|12||,0,1,6,4,165518,165688,11715,37994
29,7,3,4,63,22,|21|3||,|13||2|,1,1,9,4,204588,204759,16946,23251
29,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,228876,229046,5244,9803
29,9,3,5,63,11,|21|3||,|123|||,1,1,12,5,239684,239853,9013,18397
29,10,3,5,63,21,|21|3||,|132|||,1,1,15,5,259603,259775,4314,10244
29,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,271284,271454,18818,33275
29,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,305707,305877,5540,12828
8132,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,63188,63365,12638,16560
8132,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,82551,82723,6736,9745
8132,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,93847,94018,12258,17681
8132,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,113463,113634,8864,12513
8132,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,129287,129451,7112,20594
8132,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,151382,151553,13514,34130
8132,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,188613,188788,14551,19182
8132,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,209452,209618,17112,26863
8132,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,237188,237361,23792,30080
8132,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,268467,268637,17220,22909
8132,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,292563,292735,55616,98920
8132,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,392561,392732,15554,56883
8168,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,55534,55615,10182,17690
8168,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,75122,75162,6033,7991
8168,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,84267,84323,4747,7611
8168,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,92746,92785,4093,6989
8168,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,100482,100523,8148,12516
8168,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,113906,113965,4113,8776
8168,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,123537,123594,8139,12580
8168,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,137282,137339,11108,16418
8168,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,154770,154826,5676,9853
8168,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,165321,165363,4275,10796
8168,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,177289,177345,7789,13069
