targ_img,targ,cat1,cat2,cat3,word1,word3,word2,img3,img2,img1,correct,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,expTrials.thisRepN,expTrials.thisTrialN,expTrials.thisN,expTrials.thisIndex,resp.keys,resp.corr,resp.rt,readyTest.keys,readyTest.rt,date,frameRate,expName,session,participant,
stim/car.jpg,car,dist,tax,them,yarn,stopsign,train,stim/stopsign.jpg,stim/train.jpg,stim/yarn.jpg,down,0,0,0,5,,,,,right,0,0.602743864059,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/lock.jpg,lock,dist,tax,them,grapes,key,handcuffs,stim/key.jpg,stim/handcuffs.jpg,stim/grapes.jpg,down,0,1,1,2,,,,,down,1,0.285310983658,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/kettle.jpg,kettle,tax,them,dist,coffee maker,doorknob,stove,stim/doorknob.jpg,stim/stove.jpg,stim/coffeemaker.jpg,left,0,2,2,0,,,,,left,1,0.133850097656,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/sock.jpg,sock,tax,them,dist,pants,cake,shoe,stim/cake.jpg,stim/shoe.jpg,stim/pants.jpg,left,0,3,3,3,,,,,right,0,0.085391998291,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/cardinal.jpg,bird,them,dist,tax,tree,turtle,guitar,stim/turtle.jpg,stim/guitar.jpg,stim/tree.jpg,right,0,4,4,1,,,,,down,0,0.0018949508667,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/toaster.jpg,toaster,them,dist,tax,bread,microwave,trumpet,stim/microwave.jpg,stim/trumpet.jpg,stim/bread.jpg,right,0,5,5,4,,,,,left,0,0.068920135498,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
,,,,,,,,,,,,,,,,,,,,,,,space,0.669806003571,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
stim/anchor.jpg,anchor,tax,them,dist,weight,antelope,life jacket,stim/antelope.jpg,stim/lifejacket.jpg,stim/dumbbell.jpg,left,,,,,0,0,0,1,left,1,0.0345840454102,,,2018_Sep_27_1243,60.0261611515,taxthemexp_tax_img,01,666,
