Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
UnsupervisedDense	target	test9	x	target	1	2.281
UnsupervisedDense	nottarget	catch6	n	nottarget	1	3.349
UnsupervisedDense	nottarget	contr3	n	nottarget	1	1.923
UnsupervisedDense	nottarget	contr5	n	nottarget	1	2.068
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.897
UnsupervisedDense	nottarget	contr11	n	nottarget	1	1.076
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.737
UnsupervisedDense	target	test3	x	target	1	0.747
UnsupervisedDense	nottarget	contr15	n	nottarget	1	0.869
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.667
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.727
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.722
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.653
UnsupervisedDense	target	test7	x	target	1	0.740
UnsupervisedDense	target	test1	x	target	1	0.653
UnsupervisedDense	target	test12	x	target	1	0.651
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.561
UnsupervisedDense	target	test10	x	target	1	0.715
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.558
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.632
UnsupervisedDense	target	test6	x	target	1	0.647
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.525
UnsupervisedDense	target	test16	x	target	1	0.537
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.635
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.473
UnsupervisedDense	target	test5	x	target	1	0.591
UnsupervisedDense	target	test14	x	target	1	0.575
UnsupervisedDense	target	test2	x	target	1	0.641
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.679
UnsupervisedDense	target	test11	x	target	1	0.853
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.641
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.600
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.648
UnsupervisedDense	nottarget	contr8	n	nottarget	1	0.622
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.694
UnsupervisedDense	target	test15	x	target	1	0.514
UnsupervisedDense	target	test4	x	target	1	0.525
UnsupervisedDense	target	test8	x	target	1	1.354
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.658
UnsupervisedDense	target	test13	x	target	1	0.657
SupervisedDense	nottarget	catch1	n	nottarget	1	1.801
SupervisedDense	target	test16	x	target	1	1.376
SupervisedDense	nottarget	catch2	n	nottarget	1	0.601
SupervisedDense	nottarget	contr3	n	nottarget	1	1.193
SupervisedDense	nottarget	catch7	n	nottarget	1	0.512
SupervisedDense	nottarget	contr7	n	nottarget	1	0.684
SupervisedDense	nottarget	contr11	n	nottarget	1	0.477
SupervisedDense	nottarget	catch8	n	nottarget	1	0.593
SupervisedDense	nottarget	contr5	n	nottarget	1	0.594
SupervisedDense	target	test9	x	target	1	0.915
SupervisedDense	target	test11	x	target	1	0.806
SupervisedDense	target	test1	x	target	1	0.454
SupervisedDense	nottarget	contr15	n	nottarget	1	0.627
SupervisedDense	target	test14	x	target	1	0.659
SupervisedDense	target	test7	x	target	1	0.511
SupervisedDense	nottarget	contr8	n	nottarget	1	1.300
SupervisedDense	nottarget	contr2	n	nottarget	1	0.424
SupervisedDense	nottarget	contr9	n	nottarget	1	0.431
SupervisedDense	target	test15	x	target	1	0.638
SupervisedDense	nottarget	contr16	n	nottarget	1	0.469
SupervisedDense	target	test8	x	target	1	0.475
SupervisedDense	target	test5	x	target	1	0.527
SupervisedDense	nottarget	contr12	n	nottarget	1	0.546
SupervisedDense	target	test4	x	target	1	0.540
SupervisedDense	target	test3	x	target	1	0.511
SupervisedDense	nottarget	catch5	n	nottarget	1	0.523
SupervisedDense	nottarget	catch6	n	nottarget	1	0.479
SupervisedDense	target	test6	x	target	1	0.492
SupervisedDense	nottarget	contr10	n	nottarget	1	0.472
SupervisedDense	target	test10	x	target	1	0.510
SupervisedDense	nottarget	catch3	n	nottarget	1	0.474
SupervisedDense	nottarget	contr1	n	nottarget	1	0.919
SupervisedDense	target	test12	x	target	1	0.538
SupervisedDense	nottarget	catch4	n	nottarget	1	0.469
SupervisedDense	nottarget	contr14	n	nottarget	1	0.425
SupervisedDense	target	test2	x	target	1	0.570
SupervisedDense	nottarget	contr13	n	nottarget	1	0.602
SupervisedDense	target	test13	x	target	1	0.513
SupervisedDense	nottarget	contr4	n	nottarget	1	0.541
SupervisedDense	nottarget	contr6	n	nottarget	1	0.472
