Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
UnsupervisedDense	nottarget	contr9	n	nottarget	1	1.597
UnsupervisedDense	nottarget	contr10	n	nottarget	1	1.285
UnsupervisedDense	nottarget	catch8	n	nottarget	1	1.048
UnsupervisedDense	nottarget	contr13	n	nottarget	1	1.068
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.497
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.607
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.573
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.606
UnsupervisedDense	target	test9	n	nottarget	0	0.551
UnsupervisedDense	target	test3	x	target	1	1.615
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.950
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.656
UnsupervisedDense	target	test1	x	target	1	0.885
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.744
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.795
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.692
UnsupervisedDense	target	test13	n	nottarget	0	0.888
UnsupervisedDense	target	test7	n	nottarget	0	0.677
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.761
UnsupervisedDense	target	test14	n	nottarget	0	0.554
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.644
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.699
UnsupervisedDense	target	test16	n	nottarget	0	0.462
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.837
UnsupervisedDense	target	test4	x	target	1	0.860
UnsupervisedDense	target	test15	x	target	1	0.497
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.558
UnsupervisedDense	nottarget	contr15	n	nottarget	1	0.423
UnsupervisedDense	target	test10	x	target	1	0.574
UnsupervisedDense	target	test12	x	target	1	0.544
UnsupervisedDense	target	test2	x	target	1	0.450
UnsupervisedDense	target	test5	x	target	1	0.368
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.465
UnsupervisedDense	nottarget	contr8	n	nottarget	1	0.679
UnsupervisedDense	target	test11	x	target	1	1.260
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.905
UnsupervisedDense	target	test8	n	nottarget	0	1.438
UnsupervisedDense	target	test6	x	target	1	1.202
UnsupervisedDense	nottarget	contr11	n	nottarget	1	1.113
UnsupervisedDense	nottarget	contr5	n	nottarget	1	0.429
SupervisedDense	nottarget	contr10	n	nottarget	1	2.090
SupervisedDense	nottarget	contr4	n	nottarget	1	1.941
SupervisedDense	nottarget	catch1	n	nottarget	1	1.034
SupervisedDense	nottarget	contr1	n	nottarget	1	0.698
SupervisedDense	target	test7	x	target	1	0.813
SupervisedDense	nottarget	catch6	n	nottarget	1	0.580
SupervisedDense	target	test6	x	target	1	0.650
SupervisedDense	nottarget	contr7	n	nottarget	1	0.711
SupervisedDense	nottarget	contr6	n	nottarget	1	0.460
SupervisedDense	target	test16	x	target	1	0.514
SupervisedDense	nottarget	catch2	n	nottarget	1	0.445
SupervisedDense	target	test3	x	target	1	0.443
SupervisedDense	nottarget	catch3	n	nottarget	1	0.523
SupervisedDense	nottarget	catch5	n	nottarget	1	0.406
SupervisedDense	nottarget	contr11	n	nottarget	1	0.663
SupervisedDense	target	test11	x	target	1	0.563
SupervisedDense	target	test8	x	target	1	0.470
SupervisedDense	target	test1	x	target	1	0.571
SupervisedDense	nottarget	contr3	n	nottarget	1	0.740
SupervisedDense	nottarget	contr16	n	nottarget	1	1.415
SupervisedDense	nottarget	catch4	n	nottarget	1	0.821
SupervisedDense	nottarget	contr2	n	nottarget	1	0.715
SupervisedDense	nottarget	contr8	n	nottarget	1	0.974
SupervisedDense	target	test9	n	nottarget	0	0.976
SupervisedDense	nottarget	catch7	n	nottarget	1	0.840
SupervisedDense	target	test13	x	target	1	0.454
SupervisedDense	nottarget	contr14	n	nottarget	1	0.460
SupervisedDense	target	test2	x	target	1	0.578
SupervisedDense	target	test15	x	target	1	0.403
SupervisedDense	nottarget	contr15	n	nottarget	1	0.579
SupervisedDense	target	test14	x	target	1	0.989
SupervisedDense	target	test4	x	target	1	0.844
SupervisedDense	target	test10	x	target	1	0.588
SupervisedDense	nottarget	contr12	n	nottarget	1	0.684
SupervisedDense	nottarget	contr5	n	nottarget	1	0.623
SupervisedDense	nottarget	catch8	n	nottarget	1	0.615
SupervisedDense	nottarget	contr13	n	nottarget	1	0.830
SupervisedDense	target	test5	x	target	1	0.764
SupervisedDense	nottarget	contr9	n	nottarget	1	0.694
SupervisedDense	target	test12	x	target	1	1.020
