Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedDense	nottarget	contr5	n	nottarget	1	4.074
SupervisedDense	nottarget	contr6	None	None	0	9999.000
SupervisedDense	target	test9	x	target	1	2.255
SupervisedDense	target	test12	x	target	1	1.522
SupervisedDense	nottarget	catch7	n	nottarget	1	1.748
SupervisedDense	nottarget	contr11	n	nottarget	1	1.845
SupervisedDense	nottarget	catch3	n	nottarget	1	1.705
SupervisedDense	nottarget	catch2	n	nottarget	1	2.467
SupervisedDense	target	test7	x	target	1	1.119
SupervisedDense	nottarget	catch8	n	nottarget	1	0.674
SupervisedDense	nottarget	contr3	n	nottarget	1	1.567
SupervisedDense	nottarget	contr8	n	nottarget	1	0.399
SupervisedDense	nottarget	contr1	n	nottarget	1	0.607
SupervisedDense	target	test10	x	target	1	0.575
SupervisedDense	nottarget	contr9	n	nottarget	1	0.992
SupervisedDense	nottarget	contr14	n	nottarget	1	0.450
SupervisedDense	target	test1	x	target	1	0.807
SupervisedDense	nottarget	catch5	n	nottarget	1	0.598
SupervisedDense	target	test2	x	target	1	0.863
SupervisedDense	nottarget	contr16	n	nottarget	1	0.612
SupervisedDense	target	test16	n	nottarget	0	1.339
SupervisedDense	nottarget	contr7	n	nottarget	1	1.300
SupervisedDense	nottarget	catch1	n	nottarget	1	0.936
SupervisedDense	nottarget	catch4	n	nottarget	1	1.258
SupervisedDense	nottarget	catch6	n	nottarget	1	1.127
SupervisedDense	target	test15	x	target	1	1.266
SupervisedDense	target	test8	n	nottarget	0	1.607
SupervisedDense	target	test4	x	target	1	0.829
SupervisedDense	target	test5	n	nottarget	0	0.940
SupervisedDense	target	test14	n	nottarget	0	1.030
SupervisedDense	nottarget	contr13	n	nottarget	1	0.844
SupervisedDense	nottarget	contr15	n	nottarget	1	0.859
SupervisedDense	nottarget	contr4	n	nottarget	1	0.473
SupervisedDense	target	test11	x	target	1	0.757
SupervisedDense	nottarget	contr12	n	nottarget	1	0.559
SupervisedDense	nottarget	contr2	n	nottarget	1	0.849
SupervisedDense	target	test13	n	nottarget	0	1.054
SupervisedDense	target	test3	n	nottarget	0	0.997
SupervisedDense	target	test6	n	nottarget	0	1.356
SupervisedDense	nottarget	contr10	n	nottarget	1	1.940
UnsupervisedDense	nottarget	contr4	n	nottarget	1	1.630
UnsupervisedDense	target	test15	x	target	1	0.893
UnsupervisedDense	target	test6	x	target	1	0.640
UnsupervisedDense	nottarget	contr2	n	nottarget	1	1.399
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.837
UnsupervisedDense	target	test1	x	target	1	0.788
UnsupervisedDense	target	test7	x	target	1	0.716
UnsupervisedDense	target	test12	x	target	1	0.724
UnsupervisedDense	nottarget	catch6	n	nottarget	1	1.599
UnsupervisedDense	target	test5	x	target	1	0.598
UnsupervisedDense	target	test13	x	target	1	0.885
UnsupervisedDense	target	test11	x	target	1	0.834
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.849
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.845
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.916
UnsupervisedDense	nottarget	contr16	n	nottarget	1	1.137
UnsupervisedDense	nottarget	contr15	n	nottarget	1	2.162
UnsupervisedDense	nottarget	catch5	n	nottarget	1	1.105
UnsupervisedDense	target	test3	x	target	1	0.789
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.829
UnsupervisedDense	target	test10	None	None	0	9999.000
UnsupervisedDense	target	test8	x	target	1	2.430
UnsupervisedDense	nottarget	contr8	n	nottarget	1	1.084
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.895
UnsupervisedDense	target	test2	x	target	1	1.012
UnsupervisedDense	nottarget	contr10	n	nottarget	1	1.026
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.594
UnsupervisedDense	nottarget	contr11	n	nottarget	1	0.866
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.463
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.780
UnsupervisedDense	target	test4	x	target	1	1.910
UnsupervisedDense	target	test9	x	target	1	0.727
UnsupervisedDense	nottarget	contr5	n	nottarget	1	0.947
UnsupervisedDense	nottarget	catch3	n	nottarget	1	1.029
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.820
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.819
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.849
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.656
UnsupervisedDense	target	test14	x	target	1	1.006
UnsupervisedDense	target	test16	x	target	1	0.700
