Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedSparse	target	test4	x	target	1	2.073
SupervisedSparse	nottarget	catch1	n	nottarget	1	1.366
SupervisedSparse	nottarget	contr6	n	nottarget	1	2.478
SupervisedSparse	nottarget	contr16	n	nottarget	1	0.896
SupervisedSparse	nottarget	contr15	n	nottarget	1	1.101
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.705
SupervisedSparse	target	test7	x	target	1	0.932
SupervisedSparse	target	test3	n	nottarget	0	1.805
SupervisedSparse	target	test9	x	target	1	0.868
SupervisedSparse	target	test14	n	nottarget	0	0.857
SupervisedSparse	target	test16	n	nottarget	0	0.662
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.772
SupervisedSparse	nottarget	contr11	n	nottarget	1	0.652
SupervisedSparse	target	test5	x	target	1	0.763
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.805
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.675
SupervisedSparse	target	test13	n	nottarget	0	0.816
SupervisedSparse	nottarget	contr5	n	nottarget	1	0.681
SupervisedSparse	target	test15	x	target	1	0.965
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.671
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.820
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.691
SupervisedSparse	target	test2	x	target	1	0.646
SupervisedSparse	nottarget	contr4	n	nottarget	1	1.061
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.786
SupervisedSparse	target	test12	x	target	1	0.963
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.732
SupervisedSparse	nottarget	catch4	n	nottarget	1	0.798
SupervisedSparse	target	test1	x	target	1	0.679
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.716
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.703
SupervisedSparse	target	test10	n	nottarget	0	0.715
SupervisedSparse	target	test11	n	nottarget	0	0.623
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.887
SupervisedSparse	target	test8	x	target	1	0.594
SupervisedSparse	nottarget	catch8	n	nottarget	1	0.626
SupervisedSparse	target	test6	n	nottarget	0	0.681
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.565
SupervisedSparse	nottarget	catch6	n	nottarget	1	0.691
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.460
UnsupervisedSparse	target	test6	x	target	1	1.209
UnsupervisedSparse	nottarget	contr4	n	nottarget	1	0.898
UnsupervisedSparse	target	test16	x	target	1	0.790
UnsupervisedSparse	nottarget	contr2	n	nottarget	1	1.237
UnsupervisedSparse	nottarget	catch6	n	nottarget	1	0.652
UnsupervisedSparse	nottarget	contr8	n	nottarget	1	1.449
UnsupervisedSparse	target	test4	x	target	1	1.206
UnsupervisedSparse	nottarget	contr6	x	target	0	1.081
UnsupervisedSparse	nottarget	contr13	n	nottarget	1	1.055
UnsupervisedSparse	nottarget	catch5	n	nottarget	1	0.612
UnsupervisedSparse	target	test3	x	target	1	1.212
UnsupervisedSparse	target	test11	n	nottarget	0	1.811
UnsupervisedSparse	nottarget	contr10	n	nottarget	1	1.912
UnsupervisedSparse	nottarget	catch4	n	nottarget	1	0.707
UnsupervisedSparse	target	test9	x	target	1	0.496
UnsupervisedSparse	nottarget	contr14	x	target	0	0.563
UnsupervisedSparse	nottarget	contr5	x	target	0	0.646
UnsupervisedSparse	target	test8	x	target	1	1.364
UnsupervisedSparse	target	test1	x	target	1	0.861
UnsupervisedSparse	nottarget	contr11	x	target	0	0.803
UnsupervisedSparse	nottarget	catch2	n	nottarget	1	0.570
UnsupervisedSparse	target	test7	x	target	1	0.916
UnsupervisedSparse	nottarget	catch1	n	nottarget	1	0.495
UnsupervisedSparse	nottarget	contr9	n	nottarget	1	0.747
UnsupervisedSparse	target	test14	n	nottarget	0	0.621
UnsupervisedSparse	nottarget	catch3	n	nottarget	1	0.437
UnsupervisedSparse	nottarget	catch8	n	nottarget	1	0.708
UnsupervisedSparse	target	test15	x	target	1	0.670
UnsupervisedSparse	target	test2	x	target	1	0.773
UnsupervisedSparse	nottarget	contr3	x	target	0	0.621
UnsupervisedSparse	target	test13	n	nottarget	0	0.436
UnsupervisedSparse	nottarget	contr1	x	target	0	1.444
UnsupervisedSparse	target	test5	x	target	1	0.664
UnsupervisedSparse	target	test12	n	nottarget	0	0.726
UnsupervisedSparse	nottarget	contr16	n	nottarget	1	1.586
UnsupervisedSparse	nottarget	contr12	n	nottarget	1	1.320
UnsupervisedSparse	nottarget	contr15	x	target	0	0.587
UnsupervisedSparse	target	test10	n	nottarget	0	0.965
UnsupervisedSparse	nottarget	contr7	n	nottarget	1	0.837
UnsupervisedSparse	nottarget	catch7	n	nottarget	1	0.523
