Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedSparse	nottarget	catch4	n	nottarget	1	2.749
SupervisedSparse	target	test13	x	target	1	1.460
SupervisedSparse	target	test9	x	target	1	1.097
SupervisedSparse	target	test10	x	target	1	1.147
SupervisedSparse	target	test5	x	target	1	2.030
SupervisedSparse	nottarget	contr4	n	nottarget	1	2.179
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.826
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.818
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.472
SupervisedSparse	nottarget	contr16	n	nottarget	1	0.685
SupervisedSparse	target	test14	x	target	1	0.938
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.524
SupervisedSparse	nottarget	contr11	n	nottarget	1	0.429
SupervisedSparse	nottarget	catch8	n	nottarget	1	0.525
SupervisedSparse	nottarget	contr15	n	nottarget	1	0.889
SupervisedSparse	target	test16	x	target	1	0.613
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.764
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.469
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.427
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.467
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.664
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.598
SupervisedSparse	target	test12	x	target	1	0.821
SupervisedSparse	target	test4	x	target	1	0.659
SupervisedSparse	target	test3	x	target	1	2.595
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.480
SupervisedSparse	target	test1	x	target	1	0.708
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.536
SupervisedSparse	target	test7	x	target	1	0.563
SupervisedSparse	nottarget	catch6	n	nottarget	1	0.564
SupervisedSparse	target	test8	x	target	1	0.598
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.422
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.533
SupervisedSparse	target	test15	x	target	1	0.495
SupervisedSparse	nottarget	contr6	n	nottarget	1	0.691
SupervisedSparse	target	test6	x	target	1	1.063
SupervisedSparse	nottarget	contr7	n	nottarget	1	3.853
SupervisedSparse	target	test2	x	target	1	0.566
SupervisedSparse	nottarget	contr5	n	nottarget	1	0.601
SupervisedSparse	target	test11	n	nottarget	0	1.944
UnsupervisedDense	nottarget	catch7	n	nottarget	1	2.709
UnsupervisedDense	nottarget	contr7	n	nottarget	1	1.367
UnsupervisedDense	nottarget	contr1	n	nottarget	1	1.494
UnsupervisedDense	target	test16	x	target	1	1.379
UnsupervisedDense	nottarget	contr15	n	nottarget	1	1.266
UnsupervisedDense	target	test2	x	target	1	1.390
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.855
UnsupervisedDense	nottarget	contr8	n	nottarget	1	0.936
UnsupervisedDense	target	test6	x	target	1	1.634
UnsupervisedDense	target	test11	x	target	1	1.336
UnsupervisedDense	target	test10	x	target	1	1.561
UnsupervisedDense	nottarget	contr2	n	nottarget	1	1.090
UnsupervisedDense	target	test1	x	target	1	1.734
UnsupervisedDense	target	test14	x	target	1	1.295
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.923
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.749
UnsupervisedDense	target	test15	x	target	1	2.847
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.971
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.843
UnsupervisedDense	nottarget	contr4	n	nottarget	1	1.194
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.850
UnsupervisedDense	nottarget	contr5	n	nottarget	1	1.015
UnsupervisedDense	target	test13	x	target	1	1.094
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.850
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.753
UnsupervisedDense	target	test3	x	target	1	1.281
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.606
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.415
UnsupervisedDense	target	test8	x	target	1	1.327
UnsupervisedDense	target	test7	x	target	1	1.073
UnsupervisedDense	nottarget	contr11	n	nottarget	1	0.860
UnsupervisedDense	nottarget	catch5	n	nottarget	1	1.059
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.992
UnsupervisedDense	target	test5	None	None	0	9999.000
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.978
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.851
UnsupervisedDense	target	test12	x	target	1	1.193
UnsupervisedDense	target	test4	x	target	1	1.064
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.789
UnsupervisedDense	target	test9	x	target	1	1.078
