Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedDense	target	test10	x	target	1	3.986
SupervisedDense	nottarget	catch4	n	nottarget	1	1.008
SupervisedDense	nottarget	contr14	n	nottarget	1	1.247
SupervisedDense	target	test7	x	target	1	1.013
SupervisedDense	nottarget	contr13	n	nottarget	1	0.724
SupervisedDense	nottarget	catch7	n	nottarget	1	0.631
SupervisedDense	nottarget	contr7	n	nottarget	1	0.597
SupervisedDense	nottarget	contr3	n	nottarget	1	0.566
SupervisedDense	target	test13	x	target	1	0.599
SupervisedDense	target	test12	x	target	1	0.625
SupervisedDense	nottarget	contr4	n	nottarget	1	0.528
SupervisedDense	nottarget	contr15	n	nottarget	1	0.450
SupervisedDense	target	test11	x	target	1	0.568
SupervisedDense	nottarget	catch8	n	nottarget	1	0.515
SupervisedDense	target	test5	x	target	1	0.510
SupervisedDense	target	test8	x	target	1	0.570
SupervisedDense	nottarget	contr1	n	nottarget	1	0.698
SupervisedDense	target	test1	x	target	1	0.918
SupervisedDense	nottarget	contr12	n	nottarget	1	0.473
SupervisedDense	target	test4	x	target	1	0.456
SupervisedDense	nottarget	contr8	n	nottarget	1	0.478
SupervisedDense	nottarget	contr6	n	nottarget	1	0.498
SupervisedDense	nottarget	catch5	x	target	0	0.504
SupervisedDense	nottarget	catch2	n	nottarget	1	0.698
SupervisedDense	target	test15	x	target	1	0.862
SupervisedDense	nottarget	contr11	n	nottarget	1	0.548
SupervisedDense	nottarget	contr9	n	nottarget	1	0.408
SupervisedDense	nottarget	contr5	n	nottarget	1	0.367
SupervisedDense	nottarget	catch6	n	nottarget	1	0.616
SupervisedDense	nottarget	contr16	n	nottarget	1	0.520
SupervisedDense	target	test14	x	target	1	0.636
SupervisedDense	target	test6	x	target	1	0.459
SupervisedDense	target	test2	x	target	1	0.408
SupervisedDense	nottarget	contr10	n	nottarget	1	0.465
SupervisedDense	nottarget	contr2	n	nottarget	1	0.542
SupervisedDense	nottarget	catch3	n	nottarget	1	0.648
SupervisedDense	target	test9	x	target	1	0.583
SupervisedDense	target	test16	x	target	1	0.560
SupervisedDense	target	test3	x	target	1	0.458
SupervisedDense	nottarget	catch1	n	nottarget	1	0.529
UnsupervisedDense	target	test12	x	target	1	1.674
UnsupervisedDense	target	test7	x	target	1	0.783
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.664
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.525
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.656
UnsupervisedDense	target	test13	x	target	1	0.645
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.517
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.771
UnsupervisedDense	nottarget	catch2	n	nottarget	1	1.589
UnsupervisedDense	nottarget	contr8	n	nottarget	1	0.972
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.892
UnsupervisedDense	target	test5	x	target	1	1.561
UnsupervisedDense	target	test10	x	target	1	0.617
UnsupervisedDense	nottarget	contr15	n	nottarget	1	0.551
UnsupervisedDense	target	test1	x	target	1	0.449
UnsupervisedDense	target	test14	x	target	1	0.512
UnsupervisedDense	target	test6	x	target	1	1.101
UnsupervisedDense	nottarget	contr14	n	nottarget	1	1.271
UnsupervisedDense	nottarget	contr11	n	nottarget	1	1.435
UnsupervisedDense	nottarget	contr16	n	nottarget	1	1.121
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.723
UnsupervisedDense	target	test11	x	target	1	0.502
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.473
UnsupervisedDense	nottarget	contr5	n	nottarget	1	0.487
UnsupervisedDense	target	test3	x	target	1	0.876
UnsupervisedDense	target	test9	x	target	1	0.968
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.577
UnsupervisedDense	target	test16	x	target	1	2.434
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.558
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.753
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.699
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.559
UnsupervisedDense	target	test2	x	target	1	0.562
UnsupervisedDense	target	test8	x	target	1	0.946
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.500
UnsupervisedDense	target	test15	x	target	1	1.320
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.578
UnsupervisedDense	target	test4	x	target	1	0.780
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.684
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.465
