Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedSparse	nottarget	contr15	n	nottarget	1	2.463
SupervisedSparse	nottarget	contr8	n	nottarget	1	1.411
SupervisedSparse	nottarget	contr14	None	None	0	9999.000
SupervisedSparse	target	test6	x	target	1	2.085
SupervisedSparse	nottarget	catch4	n	nottarget	1	2.775
SupervisedSparse	target	test15	x	target	1	1.311
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.994
SupervisedSparse	nottarget	contr2	n	nottarget	1	1.105
SupervisedSparse	nottarget	catch6	n	nottarget	1	1.165
SupervisedSparse	nottarget	catch2	n	nottarget	1	1.206
SupervisedSparse	nottarget	contr1	n	nottarget	1	1.084
SupervisedSparse	target	test16	x	target	1	1.057
SupervisedSparse	target	test9	x	target	1	1.022
SupervisedSparse	target	test12	None	None	0	9999.000
SupervisedSparse	nottarget	contr16	n	nottarget	1	1.160
SupervisedSparse	nottarget	contr13	n	nottarget	1	1.536
SupervisedSparse	nottarget	catch3	n	nottarget	1	1.250
SupervisedSparse	nottarget	contr3	n	nottarget	1	1.126
SupervisedSparse	target	test13	x	target	1	1.562
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.787
SupervisedSparse	nottarget	contr4	n	nottarget	1	1.715
SupervisedSparse	target	test7	x	target	1	0.709
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.935
SupervisedSparse	nottarget	catch8	n	nottarget	1	0.658
SupervisedSparse	target	test8	x	target	1	0.519
SupervisedSparse	target	test5	x	target	1	1.116
SupervisedSparse	target	test14	n	nottarget	0	1.086
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.978
SupervisedSparse	nottarget	contr11	n	nottarget	1	1.034
SupervisedSparse	nottarget	contr6	n	nottarget	1	4.528
SupervisedSparse	target	test1	x	target	1	2.327
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.631
SupervisedSparse	nottarget	contr5	n	nottarget	1	1.175
SupervisedSparse	target	test11	x	target	1	1.326
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.537
SupervisedSparse	target	test3	x	target	1	0.611
SupervisedSparse	target	test2	x	target	1	0.964
SupervisedSparse	target	test10	x	target	1	0.685
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.401
SupervisedSparse	target	test4	x	target	1	1.449
UnsupervisedSparse	nottarget	contr14	None	None	0	9999.000
UnsupervisedSparse	target	test9	x	target	1	1.158
UnsupervisedSparse	target	test12	x	target	1	1.864
UnsupervisedSparse	nottarget	catch5	n	nottarget	1	3.290
UnsupervisedSparse	nottarget	contr12	n	nottarget	1	1.716
UnsupervisedSparse	nottarget	contr9	x	target	0	1.229
UnsupervisedSparse	nottarget	contr6	n	nottarget	1	2.372
UnsupervisedSparse	nottarget	contr13	n	nottarget	1	1.127
UnsupervisedSparse	target	test6	x	target	1	1.690
UnsupervisedSparse	target	test8	x	target	1	1.373
UnsupervisedSparse	nottarget	contr10	x	target	0	1.108
UnsupervisedSparse	target	test2	n	nottarget	0	1.431
UnsupervisedSparse	nottarget	contr5	n	nottarget	1	0.854
UnsupervisedSparse	target	test4	x	target	1	0.835
UnsupervisedSparse	nottarget	contr2	n	nottarget	1	0.994
UnsupervisedSparse	nottarget	catch2	n	nottarget	1	0.938
UnsupervisedSparse	nottarget	catch4	n	nottarget	1	0.755
UnsupervisedSparse	nottarget	contr3	n	nottarget	1	1.885
UnsupervisedSparse	target	test15	x	target	1	0.695
UnsupervisedSparse	target	test16	x	target	1	0.867
UnsupervisedSparse	nottarget	contr16	x	target	0	1.153
UnsupervisedSparse	target	test11	x	target	1	1.177
UnsupervisedSparse	nottarget	catch6	n	nottarget	1	0.530
UnsupervisedSparse	target	test3	n	nottarget	0	1.366
UnsupervisedSparse	nottarget	contr8	x	target	0	0.846
UnsupervisedSparse	nottarget	catch8	n	nottarget	1	2.532
UnsupervisedSparse	target	test7	x	target	1	0.614
UnsupervisedSparse	target	test5	x	target	1	0.893
UnsupervisedSparse	nottarget	contr15	x	target	0	0.920
UnsupervisedSparse	nottarget	contr7	x	target	0	1.116
UnsupervisedSparse	nottarget	contr4	x	target	0	0.840
UnsupervisedSparse	nottarget	catch3	n	nottarget	1	0.541
UnsupervisedSparse	nottarget	contr11	x	target	0	0.984
UnsupervisedSparse	target	test13	n	nottarget	0	0.960
UnsupervisedSparse	nottarget	catch7	n	nottarget	1	0.674
UnsupervisedSparse	target	test14	x	target	1	0.631
UnsupervisedSparse	target	test1	x	target	1	1.093
UnsupervisedSparse	nottarget	contr1	x	target	0	1.434
UnsupervisedSparse	nottarget	catch1	n	nottarget	1	0.639
UnsupervisedSparse	target	test10	x	target	1	0.510
