Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
UnsupervisedDense	target	test3	x	target	1	0.992
UnsupervisedDense	target	test16	x	target	1	1.346
UnsupervisedDense	nottarget	contr15	n	nottarget	1	1.131
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.781
UnsupervisedDense	target	test5	x	target	1	1.117
UnsupervisedDense	nottarget	contr6	n	nottarget	1	1.192
UnsupervisedDense	target	test7	x	target	1	1.112
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.715
UnsupervisedDense	target	test15	x	target	1	2.222
UnsupervisedDense	nottarget	catch6	n	nottarget	1	2.692
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.918
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.776
UnsupervisedDense	target	test6	x	target	1	0.690
UnsupervisedDense	target	test8	x	target	1	0.853
UnsupervisedDense	nottarget	contr8	n	nottarget	1	1.291
UnsupervisedDense	nottarget	catch7	None	None	0	9999.000
UnsupervisedDense	nottarget	contr11	n	nottarget	1	2.265
UnsupervisedDense	nottarget	contr13	n	nottarget	1	1.021
UnsupervisedDense	target	test2	x	target	1	0.517
UnsupervisedDense	target	test11	x	target	1	0.727
UnsupervisedDense	nottarget	catch4	n	nottarget	1	1.098
UnsupervisedDense	target	test13	x	target	1	1.485
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.633
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.624
UnsupervisedDense	target	test14	x	target	1	0.479
UnsupervisedDense	nottarget	catch3	x	target	0	1.036
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.859
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.951
UnsupervisedDense	target	test10	x	target	1	0.714
UnsupervisedDense	nottarget	contr2	n	nottarget	1	1.052
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.802
UnsupervisedDense	nottarget	catch1	x	target	0	0.914
UnsupervisedDense	target	test12	x	target	1	2.308
UnsupervisedDense	nottarget	catch8	n	nottarget	1	1.038
UnsupervisedDense	nottarget	contr5	n	nottarget	1	0.741
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.663
UnsupervisedDense	target	test9	x	target	1	1.837
UnsupervisedDense	target	test1	x	target	1	0.546
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.819
UnsupervisedDense	target	test4	x	target	1	0.633
SupervisedSparse	target	test4	x	target	1	2.911
SupervisedSparse	nottarget	contr11	n	nottarget	1	1.505
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.868
SupervisedSparse	target	test16	x	target	1	0.864
SupervisedSparse	target	test3	x	target	1	0.830
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.837
SupervisedSparse	nottarget	catch6	n	nottarget	1	0.582
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.576
SupervisedSparse	target	test14	x	target	1	0.897
SupervisedSparse	nottarget	catch7	n	nottarget	1	1.677
SupervisedSparse	target	test9	x	target	1	0.674
SupervisedSparse	target	test5	x	target	1	0.638
SupervisedSparse	target	test12	x	target	1	0.372
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.542
SupervisedSparse	target	test11	x	target	1	1.112
SupervisedSparse	target	test10	x	target	1	0.419
SupervisedSparse	target	test7	x	target	1	0.354
SupervisedSparse	nottarget	contr16	n	nottarget	1	0.701
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.433
SupervisedSparse	target	test1	x	target	1	0.767
SupervisedSparse	target	test13	x	target	1	2.537
SupervisedSparse	nottarget	contr15	n	nottarget	1	0.520
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.500
SupervisedSparse	nottarget	catch8	n	nottarget	1	0.697
SupervisedSparse	target	test8	x	target	1	1.668
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.960
SupervisedSparse	nottarget	catch4	n	nottarget	1	0.473
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.646
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.406
SupervisedSparse	target	test6	x	target	1	0.549
SupervisedSparse	nottarget	contr5	n	nottarget	1	2.215
SupervisedSparse	target	test15	x	target	1	0.830
SupervisedSparse	nottarget	contr6	n	nottarget	1	0.461
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.466
SupervisedSparse	nottarget	contr4	n	nottarget	1	0.431
SupervisedSparse	target	test2	x	target	1	0.471
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.573
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.686
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.426
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.529
