Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
UnsupervisedDense	nottarget	catch2	n	nottarget	1	4.556
UnsupervisedDense	nottarget	contr8	None	None	0	9999.000
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.001
UnsupervisedDense	target	test16	x	target	1	1.404
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.932
UnsupervisedDense	target	test10	x	target	1	0.853
UnsupervisedDense	nottarget	contr16	n	nottarget	1	1.331
UnsupervisedDense	nottarget	catch3	n	nottarget	1	1.102
UnsupervisedDense	target	test12	x	target	1	1.065
UnsupervisedDense	target	test7	x	target	1	0.789
UnsupervisedDense	target	test3	x	target	1	0.630
UnsupervisedDense	target	test14	x	target	1	0.693
UnsupervisedDense	nottarget	contr15	n	nottarget	1	1.473
UnsupervisedDense	nottarget	contr5	n	nottarget	1	1.301
UnsupervisedDense	target	test8	x	target	1	0.776
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.953
UnsupervisedDense	nottarget	contr13	n	nottarget	1	1.330
UnsupervisedDense	nottarget	contr12	n	nottarget	1	1.325
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.758
UnsupervisedDense	nottarget	contr1	n	nottarget	1	2.528
UnsupervisedDense	nottarget	contr7	n	nottarget	1	1.272
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.789
UnsupervisedDense	target	test11	x	target	1	0.885
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.769
UnsupervisedDense	target	test15	x	target	1	0.657
UnsupervisedDense	nottarget	contr9	n	nottarget	1	1.664
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.812
UnsupervisedDense	target	test5	x	target	1	0.875
UnsupervisedDense	target	test1	x	target	1	0.609
UnsupervisedDense	target	test9	x	target	1	0.487
UnsupervisedDense	target	test4	x	target	1	0.421
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.540
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.735
UnsupervisedDense	target	test2	x	target	1	1.122
UnsupervisedDense	nottarget	catch4	n	nottarget	1	1.619
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.753
UnsupervisedDense	target	test13	x	target	1	1.323
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.964
UnsupervisedDense	nottarget	contr11	n	nottarget	1	0.950
UnsupervisedDense	target	test6	x	target	1	0.983
SupervisedSparse	nottarget	contr9	n	nottarget	1	2.937
SupervisedSparse	nottarget	catch4	n	nottarget	1	1.025
SupervisedSparse	target	test7	x	target	1	0.728
SupervisedSparse	target	test13	x	target	1	0.755
SupervisedSparse	nottarget	contr15	x	target	0	2.820
SupervisedSparse	target	test15	x	target	1	0.633
SupervisedSparse	target	test11	x	target	1	0.587
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.924
SupervisedSparse	target	test10	x	target	1	0.463
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.737
SupervisedSparse	nottarget	catch2	n	nottarget	1	1.374
SupervisedSparse	nottarget	contr4	n	nottarget	1	1.504
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.930
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.588
SupervisedSparse	target	test1	x	target	1	0.557
SupervisedSparse	target	test3	x	target	1	0.430
SupervisedSparse	target	test2	x	target	1	0.478
SupervisedSparse	target	test6	x	target	1	0.676
SupervisedSparse	nottarget	contr6	n	nottarget	1	0.953
SupervisedSparse	nottarget	catch8	n	nottarget	1	1.409
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.689
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.412
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.428
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.453
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.451
SupervisedSparse	nottarget	catch6	n	nottarget	1	1.040
SupervisedSparse	target	test8	x	target	1	0.557
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.791
SupervisedSparse	target	test9	x	target	1	0.560
SupervisedSparse	nottarget	contr16	n	nottarget	1	0.498
SupervisedSparse	target	test4	x	target	1	0.526
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.914
SupervisedSparse	nottarget	contr11	n	nottarget	1	0.605
SupervisedSparse	target	test12	x	target	1	0.572
SupervisedSparse	target	test14	x	target	1	1.782
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.517
SupervisedSparse	nottarget	contr5	n	nottarget	1	0.552
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.643
SupervisedSparse	target	test5	x	target	1	0.505
SupervisedSparse	target	test16	x	target	1	1.005
