ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Passage1Q1PRAC.ACC,Passage1Q1PRAC.CRESP,Passage1Q1PRAC.DurationError,Passage1Q1PRAC.OnsetDelay,Passage1Q1PRAC.OnsetTime,Passage1Q1PRAC.OnsetToOnsetTime,Passage1Q1PRAC.RESP,Passage1Q1PRAC.RT,Passage1Q1PRAC.RTTime,Passage1Q1PRAC1.ACC,Passage1Q1PRAC1.CRESP,Passage1Q1PRAC1.DurationError,Passage1Q1PRAC1.OnsetDelay,Passage1Q1PRAC1.OnsetTime,Passage1Q1PRAC1.OnsetToOnsetTime,Passage1Q1PRAC1.RESP,Passage1Q1PRAC1.RT,Passage1Q1PRAC1.RTTime,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,A_Answer,B_Answer,C_Answer,CorrectAnswer,D_Answer,Passage10Q29.ACC,Passage10Q29.CRESP,Passage10Q29.DurationError,Passage10Q29.OnsetDelay,Passage10Q29.OnsetTime,Passage10Q29.OnsetToOnsetTime,Passage10Q29.RESP,Passage10Q29.RT,Passage10Q29.RTTime,Passage10Q30.ACC,Passage10Q30.CRESP,Passage10Q30.DurationError,Passage10Q30.OnsetDelay,Passage10Q30.OnsetTime,Passage10Q30.OnsetToOnsetTime,Passage10Q30.RESP,Passage10Q30.RT,Passage10Q30.RTTime,Passage10Q31.ACC,Passage10Q31.CRESP,Passage10Q31.DurationError,Passage10Q31.OnsetDelay,Passage10Q31.OnsetTime,Passage10Q31.OnsetToOnsetTime,Passage10Q31.RESP,Passage10Q31.RT,Passage10Q31.RTTime,Passage10Q32.ACC,Passage10Q32.CRESP,Passage10Q32.DurationError,Passage10Q32.OnsetDelay,Passage10Q32.OnsetTime,Passage10Q32.OnsetToOnsetTime,Passage10Q32.RESP,Passage10Q32.RT,Passage10Q32.RTTime,Passage11Q33.ACC,Passage11Q33.CRESP,Passage11Q33.DurationError,Passage11Q33.OnsetDelay,Passage11Q33.OnsetTime,Passage11Q33.OnsetToOnsetTime,Passage11Q33.RESP,Passage11Q33.RT,Passage11Q33.RTTime,Passage11Q34.ACC,Passage11Q34.CRESP,Passage11Q34.DurationError,Passage11Q34.OnsetDelay,Passage11Q34.OnsetTime,Passage11Q34.OnsetToOnsetTime,Passage11Q34.RESP,Passage11Q34.RT,Passage11Q34.RTTime,Passage11Q35.ACC,Passage11Q35.CRESP,Passage11Q35.DurationError,Passage11Q35.OnsetDelay,Passage11Q35.OnsetTime,Passage11Q35.OnsetToOnsetTime,Passage11Q35.RESP,Passage11Q35.RT,Passage11Q35.RTTime,Passage12Q36.ACC,Passage12Q36.CRESP,Passage12Q36.DurationError,Passage12Q36.OnsetDelay,Passage12Q36.OnsetTime,Passage12Q36.OnsetToOnsetTime,Passage12Q36.RESP,Passage12Q36.RT,Passage12Q36.RTTime,Passage12Q37.ACC,Passage12Q37.CRESP,Passage12Q37.DurationError,Passage12Q37.OnsetDelay,Passage12Q37.OnsetTime,Passage12Q37.OnsetToOnsetTime,Passage12Q37.RESP,Passage12Q37.RT,Passage12Q37.RTTime,Passage12Q38.ACC,Passage12Q38.CRESP,Passage12Q38.DurationError,Passage12Q38.OnsetDelay,Passage12Q38.OnsetTime,Passage12Q38.OnsetToOnsetTime,Passage12Q38.RESP,Passage12Q38.RT,Passage12Q38.RTTime,Passage12Q39.ACC,Passage12Q39.CRESP,Passage12Q39.DurationError,Passage12Q39.OnsetDelay,Passage12Q39.OnsetTime,Passage12Q39.OnsetToOnsetTime,Passage12Q39.RESP,Passage12Q39.RT,Passage12Q39.RTTime,Passage13Q40.ACC,Passage13Q40.CRESP,Passage13Q40.DurationError,Passage13Q40.OnsetDelay,Passage13Q40.OnsetTime,Passage13Q40.OnsetToOnsetTime,Passage13Q40.RESP,Passage13Q40.RT,Passage13Q40.RTTime,Passage13Q41.ACC,Passage13Q41.CRESP,Passage13Q41.DurationError,Passage13Q41.OnsetDelay,Passage13Q41.OnsetTime,Passage13Q41.OnsetToOnsetTime,Passage13Q41.RESP,Passage13Q41.RT,Passage13Q41.RTTime,Passage13Q42.ACC,Passage13Q42.CRESP,Passage13Q42.DurationError,Passage13Q42.OnsetDelay,Passage13Q42.OnsetTime,Passage13Q42.OnsetToOnsetTime,Passage13Q42.RESP,Passage13Q42.RT,Passage13Q42.RTTime,Passage14Q43.ACC,Passage14Q43.CRESP,Passage14Q43.DurationError,Passage14Q43.OnsetDelay,Passage14Q43.OnsetTime,Passage14Q43.OnsetToOnsetTime,Passage14Q43.RESP,Passage14Q43.RT,Passage14Q43.RTTime,Passage14Q44.ACC,Passage14Q44.CRESP,Passage14Q44.DurationError,Passage14Q44.OnsetDelay,Passage14Q44.OnsetTime,Passage14Q44.OnsetToOnsetTime,Passage14Q44.RESP,Passage14Q44.RT,Passage14Q44.RTTime,Passage14Q45.ACC,Passage14Q45.CRESP,Passage14Q45.DurationError,Passage14Q45.OnsetDelay,Passage14Q45.OnsetTime,Passage14Q45.OnsetToOnsetTime,Passage14Q45.RESP,Passage14Q45.RT,Passage14Q45.RTTime,Passage15Q46.ACC,Passage15Q46.CRESP,Passage15Q46.DurationError,Passage15Q46.OnsetDelay,Passage15Q46.OnsetTime,Passage15Q46.OnsetToOnsetTime,Passage15Q46.RESP,Passage15Q46.RT,Passage15Q46.RTTime,Passage15Q47.ACC,Passage15Q47.CRESP,Passage15Q47.DurationError,Passage15Q47.OnsetDelay,Passage15Q47.OnsetTime,Passage15Q47.OnsetToOnsetTime,Passage15Q47.RESP,Passage15Q47.RT,Passage15Q47.RTTime,Passage15Q48.ACC,Passage15Q48.CRESP,Passage15Q48.DurationError,Passage15Q48.OnsetDelay,Passage15Q48.OnsetTime,Passage15Q48.OnsetToOnsetTime,Passage15Q48.RESP,Passage15Q48.RT,Passage15Q48.RTTime,Passage15Q49.ACC,Passage15Q49.CRESP,Passage15Q49.DurationError,Passage15Q49.OnsetDelay,Passage15Q49.OnsetTime,Passage15Q49.OnsetToOnsetTime,Passage15Q49.RESP,Passage15Q49.RT,Passage15Q49.RTTime,Passage16Q50.ACC,Passage16Q50.CRESP,Passage16Q50.DurationError,Passage16Q50.OnsetDelay,Passage16Q50.OnsetTime,Passage16Q50.OnsetToOnsetTime,Passage16Q50.RESP,Passage16Q50.RT,Passage16Q50.RTTime,Passage16Q51.ACC,Passage16Q51.CRESP,Passage16Q51.DurationError,Passage16Q51.OnsetDelay,Passage16Q51.OnsetTime,Passage16Q51.OnsetToOnsetTime,Passage16Q51.RESP,Passage16Q51.RT,Passage16Q51.RTTime,Passage16Q52.ACC,Passage16Q52.CRESP,Passage16Q52.DurationError,Passage16Q52.OnsetDelay,Passage16Q52.OnsetTime,Passage16Q52.OnsetToOnsetTime,Passage16Q52.RESP,Passage16Q52.RT,Passage16Q52.RTTime,Passage17Q53.ACC,Passage17Q53.CRESP,Passage17Q53.DurationError,Passage17Q53.OnsetDelay,Passage17Q53.OnsetTime,Passage17Q53.OnsetToOnsetTime,Passage17Q53.RESP,Passage17Q53.RT,Passage17Q53.RTTime,Passage17Q54.ACC,Passage17Q54.CRESP,Passage17Q54.DurationError,Passage17Q54.OnsetDelay,Passage17Q54.OnsetTime,Passage17Q54.OnsetToOnsetTime,Passage17Q54.RESP,Passage17Q54.RT,Passage17Q54.RTTime,Passage17Q55.ACC,Passage17Q55.CRESP,Passage17Q55.DurationError,Passage17Q55.OnsetDelay,Passage17Q55.OnsetTime,Passage17Q55.OnsetToOnsetTime,Passage17Q55.RESP,Passage17Q55.RT,Passage17Q55.RTTime,Passage17Q56.ACC,Passage17Q56.CRESP,Passage17Q56.DurationError,Passage17Q56.OnsetDelay,Passage17Q56.OnsetTime,Passage17Q56.OnsetToOnsetTime,Passage17Q56.RESP,Passage17Q56.RT,Passage17Q56.RTTime,Passage17Q57.ACC,Passage17Q57.CRESP,Passage17Q57.DurationError,Passage17Q57.OnsetDelay,Passage17Q57.OnsetTime,Passage17Q57.OnsetToOnsetTime,Passage17Q57.RESP,Passage17Q57.RT,Passage17Q57.RTTime,Passage18Q58.ACC,Passage18Q58.CRESP,Passage18Q58.DurationError,Passage18Q58.OnsetDelay,Passage18Q58.OnsetTime,Passage18Q58.OnsetToOnsetTime,Passage18Q58.RESP,Passage18Q58.RT,Passage18Q58.RTTime,Passage18Q59.ACC,Passage18Q59.CRESP,Passage18Q59.DurationError,Passage18Q59.OnsetDelay,Passage18Q59.OnsetTime,Passage18Q59.OnsetToOnsetTime,Passage18Q59.RESP,Passage18Q59.RT,Passage18Q59.RTTime,Passage18Q60.ACC,Passage18Q60.CRESP,Passage18Q60.DurationError,Passage18Q60.OnsetDelay,Passage18Q60.OnsetTime,Passage18Q60.OnsetToOnsetTime,Passage18Q60.RESP,Passage18Q60.RT,Passage18Q60.RTTime,Passage19Q61.ACC,Passage19Q61.CRESP,Passage19Q61.DurationError,Passage19Q61.OnsetDelay,Passage19Q61.OnsetTime,Passage19Q61.OnsetToOnsetTime,Passage19Q61.RESP,Passage19Q61.RT,Passage19Q61.RTTime,Passage19Q62.ACC,Passage19Q62.CRESP,Passage19Q62.DurationError,Passage19Q62.OnsetDelay,Passage19Q62.OnsetTime,Passage19Q62.OnsetToOnsetTime,Passage19Q62.RESP,Passage19Q62.RT,Passage19Q62.RTTime,Passage19Q63.ACC,Passage19Q63.CRESP,Passage19Q63.DurationError,Passage19Q63.OnsetDelay,Passage19Q63.OnsetTime,Passage19Q63.OnsetToOnsetTime,Passage19Q63.RESP,Passage19Q63.RT,Passage19Q63.RTTime,Passage20Q64.ACC,Passage20Q64.CRESP,Passage20Q64.DurationError,Passage20Q64.OnsetDelay,Passage20Q64.OnsetTime,Passage20Q64.OnsetToOnsetTime,Passage20Q64.RESP,Passage20Q64.RT,Passage20Q64.RTTime,Passage20Q65.ACC,Passage20Q65.CRESP,Passage20Q65.DurationError,Passage20Q65.OnsetDelay,Passage20Q65.OnsetTime,Passage20Q65.OnsetToOnsetTime,Passage20Q65.RESP,Passage20Q65.RT,Passage20Q65.RTTime,Passage21Q66.ACC,Passage21Q66.CRESP,Passage21Q66.DurationError,Passage21Q66.OnsetDelay,Passage21Q66.OnsetTime,Passage21Q66.OnsetToOnsetTime,Passage21Q66.RESP,Passage21Q66.RT,Passage21Q66.RTTime,Passage21Q67.ACC,Passage21Q67.CRESP,Passage21Q67.DurationError,Passage21Q67.OnsetDelay,Passage21Q67.OnsetTime,Passage21Q67.OnsetToOnsetTime,Passage21Q67.RESP,Passage21Q67.RT,Passage21Q67.RTTime,Passage21Q68.ACC,Passage21Q68.CRESP,Passage21Q68.DurationError,Passage21Q68.OnsetDelay,Passage21Q68.OnsetTime,Passage21Q68.OnsetToOnsetTime,Passage21Q68.RESP,Passage21Q68.RT,Passage21Q68.RTTime,Passage22Q69.ACC,Passage22Q69.CRESP,Passage22Q69.DurationError,Passage22Q69.OnsetDelay,Passage22Q69.OnsetTime,Passage22Q69.OnsetToOnsetTime,Passage22Q69.RESP,Passage22Q69.RT,Passage22Q69.RTTime,Passage23Q70.ACC,Passage23Q70.CRESP,Passage23Q70.DurationError,Passage23Q70.OnsetDelay,Passage23Q70.OnsetTime,Passage23Q70.OnsetToOnsetTime,Passage23Q70.RESP,Passage23Q70.RT,Passage23Q70.RTTime,Passage23Q71.ACC,Passage23Q71.CRESP,Passage23Q71.DurationError,Passage23Q71.OnsetDelay,Passage23Q71.OnsetTime,Passage23Q71.OnsetToOnsetTime,Passage23Q71.RESP,Passage23Q71.RT,Passage23Q71.RTTime,Passage24Q72.ACC,Passage24Q72.CRESP,Passage24Q72.DurationError,Passage24Q72.OnsetDelay,Passage24Q72.OnsetTime,Passage24Q72.OnsetToOnsetTime,Passage24Q72.RESP,Passage24Q72.RT,Passage24Q72.RTTime,Passage24Q73.ACC,Passage24Q73.CRESP,Passage24Q73.DurationError,Passage24Q73.OnsetDelay,Passage24Q73.OnsetTime,Passage24Q73.OnsetToOnsetTime,Passage24Q73.RESP,Passage24Q73.RT,Passage24Q73.RTTime,Passage2Q4.ACC,Passage2Q4.CRESP,Passage2Q4.DurationError,Passage2Q4.OnsetDelay,Passage2Q4.OnsetTime,Passage2Q4.OnsetToOnsetTime,Passage2Q4.RESP,Passage2Q4.RT,Passage2Q4.RTTime,Passage2Q5.ACC,Passage2Q5.CRESP,Passage2Q5.DurationError,Passage2Q5.OnsetDelay,Passage2Q5.OnsetTime,Passage2Q5.OnsetToOnsetTime,Passage2Q5.RESP,Passage2Q5.RT,Passage2Q5.RTTime,Passage2Q6.ACC,Passage2Q6.CRESP,Passage2Q6.DurationError,Passage2Q6.OnsetDelay,Passage2Q6.OnsetTime,Passage2Q6.OnsetToOnsetTime,Passage2Q6.RESP,Passage2Q6.RT,Passage2Q6.RTTime,Passage2Q7.ACC,Passage2Q7.CRESP,Passage2Q7.DurationError,Passage2Q7.OnsetDelay,Passage2Q7.OnsetTime,Passage2Q7.OnsetToOnsetTime,Passage2Q7.RESP,Passage2Q7.RT,Passage2Q7.RTTime,Passage3Q10.ACC,Passage3Q10.CRESP,Passage3Q10.DurationError,Passage3Q10.OnsetDelay,Passage3Q10.OnsetTime,Passage3Q10.OnsetToOnsetTime,Passage3Q10.RESP,Passage3Q10.RT,Passage3Q10.RTTime,Passage3Q8.ACC,Passage3Q8.CRESP,Passage3Q8.DurationError,Passage3Q8.OnsetDelay,Passage3Q8.OnsetTime,Passage3Q8.OnsetToOnsetTime,Passage3Q8.RESP,Passage3Q8.RT,Passage3Q8.RTTime,Passage3Q9.ACC,Passage3Q9.CRESP,Passage3Q9.DurationError,Passage3Q9.OnsetDelay,Passage3Q9.OnsetTime,Passage3Q9.OnsetToOnsetTime,Passage3Q9.RESP,Passage3Q9.RT,Passage3Q9.RTTime,Passage4Q11.ACC,Passage4Q11.CRESP,Passage4Q11.DurationError,Passage4Q11.OnsetDelay,Passage4Q11.OnsetTime,Passage4Q11.OnsetToOnsetTime,Passage4Q11.RESP,Passage4Q11.RT,Passage4Q11.RTTime,Passage4Q12.ACC,Passage4Q12.CRESP,Passage4Q12.DurationError,Passage4Q12.OnsetDelay,Passage4Q12.OnsetTime,Passage4Q12.OnsetToOnsetTime,Passage4Q12.RESP,Passage4Q12.RT,Passage4Q12.RTTime,Passage4Q13.ACC,Passage4Q13.CRESP,Passage4Q13.DurationError,Passage4Q13.OnsetDelay,Passage4Q13.OnsetTime,Passage4Q13.OnsetToOnsetTime,Passage4Q13.RESP,Passage4Q13.RT,Passage4Q13.RTTime,Passage4Q14.ACC,Passage4Q14.CRESP,Passage4Q14.DurationError,Passage4Q14.OnsetDelay,Passage4Q14.OnsetTime,Passage4Q14.OnsetToOnsetTime,Passage4Q14.RESP,Passage4Q14.RT,Passage4Q14.RTTime,Passage5Q15.ACC,Passage5Q15.CRESP,Passage5Q15.DurationError,Passage5Q15.OnsetDelay,Passage5Q15.OnsetTime,Passage5Q15.OnsetToOnsetTime,Passage5Q15.RESP,Passage5Q15.RT,Passage5Q15.RTTime,Passage5Q16.ACC,Passage5Q16.CRESP,Passage5Q16.DurationError,Passage5Q16.OnsetDelay,Passage5Q16.OnsetTime,Passage5Q16.OnsetToOnsetTime,Passage5Q16.RESP,Passage5Q16.RT,Passage5Q16.RTTime,Passage6Q17.ACC,Passage6Q17.CRESP,Passage6Q17.DurationError,Passage6Q17.OnsetDelay,Passage6Q17.OnsetTime,Passage6Q17.OnsetToOnsetTime,Passage6Q17.RESP,Passage6Q17.RT,Passage6Q17.RTTime,Passage6Q18.ACC,Passage6Q18.CRESP,Passage6Q18.DurationError,Passage6Q18.OnsetDelay,Passage6Q18.OnsetTime,Passage6Q18.OnsetToOnsetTime,Passage6Q18.RESP,Passage6Q18.RT,Passage6Q18.RTTime,Passage6Q19.ACC,Passage6Q19.CRESP,Passage6Q19.DurationError,Passage6Q19.OnsetDelay,Passage6Q19.OnsetTime,Passage6Q19.OnsetToOnsetTime,Passage6Q19.RESP,Passage6Q19.RT,Passage6Q19.RTTime,Passage7Q20.ACC,Passage7Q20.CRESP,Passage7Q20.DurationError,Passage7Q20.OnsetDelay,Passage7Q20.OnsetTime,Passage7Q20.OnsetToOnsetTime,Passage7Q20.RESP,Passage7Q20.RT,Passage7Q20.RTTime,Passage7Q21.ACC,Passage7Q21.CRESP,Passage7Q21.DurationError,Passage7Q21.OnsetDelay,Passage7Q21.OnsetTime,Passage7Q21.OnsetToOnsetTime,Passage7Q21.RESP,Passage7Q21.RT,Passage7Q21.RTTime,Passage7Q22.ACC,Passage7Q22.CRESP,Passage7Q22.DurationError,Passage7Q22.OnsetDelay,Passage7Q22.OnsetTime,Passage7Q22.OnsetToOnsetTime,Passage7Q22.RESP,Passage7Q22.RT,Passage7Q22.RTTime,Passage8Q23.ACC,Passage8Q23.CRESP,Passage8Q23.DurationError,Passage8Q23.OnsetDelay,Passage8Q23.OnsetTime,Passage8Q23.OnsetToOnsetTime,Passage8Q23.RESP,Passage8Q23.RT,Passage8Q23.RTTime,Passage8Q24.ACC,Passage8Q24.CRESP,Passage8Q24.DurationError,Passage8Q24.OnsetDelay,Passage8Q24.OnsetTime,Passage8Q24.OnsetToOnsetTime,Passage8Q24.RESP,Passage8Q24.RT,Passage8Q24.RTTime,Passage8Q25.ACC,Passage8Q25.CRESP,Passage8Q25.DurationError,Passage8Q25.OnsetDelay,Passage8Q25.OnsetTime,Passage8Q25.OnsetToOnsetTime,Passage8Q25.RESP,Passage8Q25.RT,Passage8Q25.RTTime,Passage8Q26.ACC,Passage8Q26.CRESP,Passage8Q26.DurationError,Passage8Q26.OnsetDelay,Passage8Q26.OnsetTime,Passage8Q26.OnsetToOnsetTime,Passage8Q26.RESP,Passage8Q26.RT,Passage8Q26.RTTime,Passage9Q27.ACC,Passage9Q27.CRESP,Passage9Q27.DurationError,Passage9Q27.OnsetDelay,Passage9Q27.OnsetTime,Passage9Q27.OnsetToOnsetTime,Passage9Q27.RESP,Passage9Q27.RT,Passage9Q27.RTTime,Passage9Q28.ACC,Passage9Q28.CRESP,Passage9Q28.DurationError,Passage9Q28.OnsetDelay,Passage9Q28.OnsetTime,Passage9Q28.OnsetToOnsetTime,Passage9Q28.RESP,Passage9Q28.RT,Passage9Q28.RTTime,PassageText,PassageText1,PassageText2,PassageText3,PassageText4,PassageText5,Procedure,Question,Question.ACC,Question.CRESP,Question.DurationError,Question.OnsetDelay,Question.OnsetTime,Question.OnsetToOnsetTime,Question.RESP,Question.RT,Question.RTTime,Question5.ACC,Question5.CRESP,Question5.DurationError,Question5.OnsetDelay,Question5.OnsetTime,Question5.OnsetToOnsetTime,Question5.RESP,Question5.RT,Question5.RTTime,Running,TimeLimit,TimeLimit.Cycle,TimeLimit.Sample
KTEA,7102,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-03-01T08:40:57Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312656</Frequency><Timestamp dt:dt=""r8"">33879510168</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-03-01T08:40:57Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KTEA-7102-1,60,1.0.0.73,1,0,,-999999,68,46488,0,{SPACE},1388,47876,1,b,-999999,69,23289,0,b,23131,46420,-479568769,Professional,2.0.10.356,2.0.10.356,3/1/18,3/1/18 8:40,3:40:57,2.0.10.252,1,,,,,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,c,-999999,90,51438,0,a,25606,77044,1,a,-999999,94,77138,0,a,19346,96484,1,c,-999999,104,96588,0,c,13112,109700,1,c,-999999,105,109805,0,c,29271,139076,0,b,-999999,112,139188,0,c,8192,147380,1,a,-999999,108,147488,0,a,23075,170563,0,c,-999999,91,170654,0,d,26053,196707,1,a,-999999,97,196804,0,a,3903,200707,1,c,-999999,97,200804,0,c,7583,208387,0,c,-999999,100,208487,0,d,13740,222227,1,a,-999999,94,222321,0,a,24914,247235,1,d,-999999,102,247337,0,d,12538,259875,0,d,-999999,96,259971,0,c,6960,266931,1,c,-999999,106,267037,0,c,41270,308307,1,b,-999999,113,308420,0,b,4895,313315,0,b,-999999,105,313420,0,d,18919,332339,0,c,-999999,114,332453,0,d,10110,342563,1,c,-999999,107,342670,0,c,19749,362419,0,c,-999999,134,362553,0,a,43610,406163,1,c,-999999,123,406286,0,c,6309,412595,0,a,-999999,125,412720,0,d,13027,425747,1,b,-999999,106,425853,0,b,38069,463922,1,a,-999999,97,464019,0,a,10831,474850,0,c,-999999,103,474953,0,b,12249,487202,1,a,-999999,67,487269,0,a,23949,511218,0,d,-999999,84,511302,0,c,6940,518242,1,b,-999999,110,518352,0,b,36642,554994,1,a,-999999,125,555119,0,a,19219,574338,1,d,-999999,131,574469,0,d,8541,583010,1,c,-999999,142,583152,0,c,42114,625266,1,c,-999999,102,625368,0,c,74042,699410,0,a,-999999,108,699518,0,b,12819,712337,0,c,-999999,97,712435,0,b,34606,747041,1,d,-999999,110,747151,0,d,12802,759953,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,,,,,,QuestionProc,,,,,,,,,,,,,,,,,,,,TimeLimit,1,1,1
KTEA,7103,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-03-01T09:10:29Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312656</Frequency><Timestamp dt:dt=""r8"">39751458934</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-03-01T09:10:29Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KTEA-7103-1,60,1.0.0.74,1,0,,-999999,59,70948,0,{SPACE},2357,73305,1,b,-999999,57,39298,0,b,31591,70889,1097400136,Professional,2.0.10.356,2.0.10.356,3/1/18,3/1/18 9:10,4:10:30,2.0.10.252,1,,,,,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,1,c,-999999,98,77931,0,c,24638,102569,1,a,-999999,95,102664,0,a,7329,109993,1,c,-999999,105,110098,0,c,16183,126281,1,c,-999999,100,126381,0,c,39580,165961,1,b,-999999,120,166081,0,b,15240,181321,1,a,-999999,110,181431,0,a,8578,190009,1,c,-999999,105,190114,0,c,40999,231113,1,a,-999999,101,231214,0,a,9883,241097,1,c,-999999,100,241197,0,c,5820,247017,0,c,-999999,97,247114,0,d,16783,263897,1,a,-999999,83,263980,0,a,36236,300216,1,d,-999999,97,300313,0,d,30799,331112,0,d,-999999,84,331196,0,b,15356,346552,1,c,-999999,111,346663,0,c,69473,416136,1,b,-999999,110,416246,0,b,12066,428312,1,b,-999999,117,428429,0,b,18171,446600,0,c,-999999,129,446729,0,b,37487,484216,1,c,-999999,113,484329,0,c,14127,498456,1,c,-999999,140,498596,0,c,56676,555272,1,c,-999999,123,555395,0,c,6132,561527,1,a,-999999,134,561662,0,a,15689,577351,0,b,-999999,94,577445,0,d,39010,616455,0,a,-999999,107,616562,0,d,21765,638327,0,c,-999999,101,638428,0,b,21531,659959,0,a,-999999,69,660028,0,c,30027,690055,1,d,-999999,73,690128,0,d,6167,696295,0,b,-999999,116,696411,0,a,44060,740471,0,a,-999999,123,740594,0,d,24949,765543,0,d,-999999,134,765677,0,c,6490,772167,1,c,-999999,144,772311,0,c,11488,783799,0,c,-999999,95,783894,0,b,78656,862550,0,a,-999999,110,862660,0,c,11810,874470,0,c,-999999,107,874577,0,b,23045,897622,0,d,-999999,105,897727,0,b,8631,906358,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,,,,,,QuestionProc,,,,,,,,,,,,,,,,,,,,TimeLimit,1,1,1
