Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedSparse	nottarget	contr5	n	nottarget	1	3.815
SupervisedSparse	target	test5	x	target	1	1.692
SupervisedSparse	nottarget	contr9	n	nottarget	1	1.752
SupervisedSparse	nottarget	contr16	x	target	0	3.104
SupervisedSparse	target	test11	x	target	1	1.008
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.663
SupervisedSparse	nottarget	contr15	n	nottarget	1	0.485
SupervisedSparse	target	test6	x	target	1	0.594
SupervisedSparse	target	test9	x	target	1	0.609
SupervisedSparse	nottarget	catch5	n	nottarget	1	1.425
SupervisedSparse	nottarget	contr4	n	nottarget	1	0.872
SupervisedSparse	target	test10	x	target	1	0.652
SupervisedSparse	target	test15	x	target	1	0.682
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.719
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.594
SupervisedSparse	nottarget	contr6	n	nottarget	1	0.954
SupervisedSparse	target	test8	x	target	1	0.611
SupervisedSparse	target	test4	x	target	1	0.571
SupervisedSparse	target	test12	x	target	1	1.325
SupervisedSparse	nottarget	catch8	n	nottarget	1	1.110
SupervisedSparse	nottarget	catch4	n	nottarget	1	0.514
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.845
SupervisedSparse	target	test7	x	target	1	0.604
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.692
SupervisedSparse	nottarget	contr11	n	nottarget	1	3.360
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.695
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.618
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.369
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.635
SupervisedSparse	target	test1	x	target	1	0.569
SupervisedSparse	nottarget	contr13	n	nottarget	1	1.771
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.490
SupervisedSparse	target	test13	x	target	1	0.828
SupervisedSparse	target	test3	x	target	1	0.582
SupervisedSparse	target	test14	x	target	1	0.343
SupervisedSparse	target	test2	x	target	1	0.617
SupervisedSparse	nottarget	catch6	n	nottarget	1	0.680
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.853
SupervisedSparse	nottarget	contr7	n	nottarget	1	1.763
SupervisedSparse	target	test16	x	target	1	0.506
UnsupervisedSparse	target	test12	x	target	1	2.137
UnsupervisedSparse	target	test10	n	nottarget	0	2.178
UnsupervisedSparse	target	test6	x	target	1	1.752
UnsupervisedSparse	nottarget	contr15	n	nottarget	1	1.161
UnsupervisedSparse	nottarget	contr10	n	nottarget	1	1.497
UnsupervisedSparse	target	test14	n	nottarget	0	2.029
UnsupervisedSparse	nottarget	contr4	n	nottarget	1	1.290
UnsupervisedSparse	target	test7	x	target	1	0.474
UnsupervisedSparse	target	test5	x	target	1	0.750
UnsupervisedSparse	nottarget	contr12	x	target	0	1.056
UnsupervisedSparse	nottarget	catch5	n	nottarget	1	1.357
UnsupervisedSparse	nottarget	contr14	x	target	0	0.958
UnsupervisedSparse	nottarget	contr9	n	nottarget	1	1.512
UnsupervisedSparse	nottarget	contr6	x	target	0	0.747
UnsupervisedSparse	nottarget	catch8	n	nottarget	1	0.820
UnsupervisedSparse	nottarget	contr5	x	target	0	0.644
UnsupervisedSparse	target	test13	x	target	1	0.579
UnsupervisedSparse	nottarget	contr1	x	target	0	0.548
UnsupervisedSparse	target	test15	x	target	1	0.742
UnsupervisedSparse	target	test9	x	target	1	0.608
UnsupervisedSparse	target	test4	x	target	1	0.745
UnsupervisedSparse	nottarget	contr7	n	nottarget	1	1.458
UnsupervisedSparse	nottarget	catch3	n	nottarget	1	0.832
UnsupervisedSparse	target	test3	x	target	1	0.711
UnsupervisedSparse	target	test2	x	target	1	0.865
UnsupervisedSparse	nottarget	contr11	n	nottarget	1	1.351
UnsupervisedSparse	nottarget	catch1	n	nottarget	1	0.625
UnsupervisedSparse	nottarget	contr3	x	target	0	1.751
UnsupervisedSparse	nottarget	catch7	n	nottarget	1	0.937
UnsupervisedSparse	nottarget	contr2	n	nottarget	1	1.844
UnsupervisedSparse	target	test16	n	nottarget	0	2.104
UnsupervisedSparse	nottarget	contr16	x	target	0	1.001
UnsupervisedSparse	nottarget	contr13	x	target	0	0.776
UnsupervisedSparse	nottarget	contr8	x	target	0	1.153
UnsupervisedSparse	nottarget	catch2	n	nottarget	1	0.706
UnsupervisedSparse	nottarget	catch6	n	nottarget	1	0.647
UnsupervisedSparse	target	test1	n	nottarget	0	2.101
UnsupervisedSparse	nottarget	catch4	n	nottarget	1	0.575
UnsupervisedSparse	target	test8	n	nottarget	0	1.065
UnsupervisedSparse	target	test11	x	target	1	0.597
