Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
SupervisedSparse	nottarget	catch4	None	None	0	9999.000
SupervisedSparse	target	test13	n	nottarget	0	0.744
SupervisedSparse	target	test3	x	target	1	2.506
SupervisedSparse	nottarget	contr15	x	target	0	1.060
SupervisedSparse	target	test10	x	target	1	0.769
SupervisedSparse	target	test12	x	target	1	0.970
SupervisedSparse	nottarget	contr10	n	nottarget	1	2.035
SupervisedSparse	target	test11	x	target	1	1.250
SupervisedSparse	target	test4	x	target	1	1.244
SupervisedSparse	nottarget	contr3	n	nottarget	1	1.026
SupervisedSparse	nottarget	contr2	n	nottarget	1	0.553
SupervisedSparse	nottarget	contr6	n	nottarget	1	0.387
SupervisedSparse	target	test16	x	target	1	1.076
SupervisedSparse	nottarget	catch6	n	nottarget	1	1.807
SupervisedSparse	nottarget	catch3	n	nottarget	1	2.397
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.884
SupervisedSparse	target	test7	x	target	1	0.968
SupervisedSparse	nottarget	contr4	n	nottarget	1	0.608
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.657
SupervisedSparse	target	test5	x	target	1	0.501
SupervisedSparse	target	test1	x	target	1	0.739
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.468
SupervisedSparse	target	test2	x	target	1	0.313
SupervisedSparse	nottarget	contr16	n	nottarget	1	0.501
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.506
SupervisedSparse	target	test15	x	target	1	0.374
SupervisedSparse	target	test14	x	target	1	0.471
SupervisedSparse	target	test6	x	target	1	0.868
SupervisedSparse	nottarget	contr5	n	nottarget	1	0.362
SupervisedSparse	target	test9	x	target	1	0.427
SupervisedSparse	nottarget	catch1	n	nottarget	1	0.723
SupervisedSparse	nottarget	catch5	n	nottarget	1	0.325
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.633
SupervisedSparse	nottarget	catch8	n	nottarget	1	0.408
SupervisedSparse	nottarget	contr11	n	nottarget	1	0.344
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.323
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.303
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.314
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.261
SupervisedSparse	target	test8	x	target	1	0.525
UnsupervisedDense	nottarget	contr15	n	nottarget	1	1.903
UnsupervisedDense	target	test16	x	target	1	1.146
UnsupervisedDense	target	test1	x	target	1	0.571
UnsupervisedDense	nottarget	contr1	n	nottarget	1	0.494
UnsupervisedDense	target	test11	x	target	1	0.425
UnsupervisedDense	target	test8	x	target	1	0.658
UnsupervisedDense	target	test2	x	target	1	0.471
UnsupervisedDense	target	test7	x	target	1	0.968
UnsupervisedDense	nottarget	contr8	n	nottarget	1	0.352
UnsupervisedDense	target	test6	x	target	1	0.458
UnsupervisedDense	target	test4	x	target	1	0.665
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.630
UnsupervisedDense	target	test3	x	target	1	1.581
UnsupervisedDense	target	test9	x	target	1	0.398
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.573
UnsupervisedDense	nottarget	catch7	n	nottarget	1	0.575
UnsupervisedDense	target	test14	x	target	1	0.440
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.662
UnsupervisedDense	nottarget	contr6	n	nottarget	1	0.428
UnsupervisedDense	target	test15	x	target	1	0.571
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.406
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.405
UnsupervisedDense	target	test12	x	target	1	0.574
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.463
UnsupervisedDense	nottarget	contr5	n	nottarget	1	0.396
UnsupervisedDense	nottarget	contr4	n	nottarget	1	0.341
UnsupervisedDense	target	test10	x	target	1	0.464
UnsupervisedDense	target	test13	x	target	1	0.502
UnsupervisedDense	nottarget	contr9	x	target	0	0.377
UnsupervisedDense	nottarget	contr3	n	nottarget	1	0.732
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.510
UnsupervisedDense	nottarget	contr11	n	nottarget	1	0.434
UnsupervisedDense	nottarget	catch1	n	nottarget	1	0.585
UnsupervisedDense	nottarget	catch4	n	nottarget	1	0.457
UnsupervisedDense	nottarget	catch5	n	nottarget	1	0.375
UnsupervisedDense	nottarget	catch2	n	nottarget	1	0.385
UnsupervisedDense	nottarget	catch8	n	nottarget	1	1.570
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.826
UnsupervisedDense	target	test5	x	target	1	0.848
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.549
