Experiment,Unnamed: 21,Unnamed: 24,Unnamed: 30,cat1,cat2,cat3,correct,date,expName,expTrials.thisIndex,expTrials.thisN,expTrials.thisRepN,expTrials.thisTrialN,frameRate,img1,img2,img3,participant,pracTrials.thisIndex,pracTrials.thisN,pracTrials.thisRepN,pracTrials.thisTrialN,readyTest.keys,readyTest.rt,resp.corr,resp.keys,resp.rt,session,targ,targ_img,word1,word2,word3
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,,,,,60.1398573323,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8066,4.0,3.0,0.0,3.0,,,0.0,left,4.78651595116,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,,,,,60.1398573323,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8066,0.0,4.0,0.0,4.0,,,0.0,right,1.41997599602,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,,,,,60.1398573323,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8066,2.0,5.0,0.0,5.0,,,0.0,right,2.0685038566599996,1,lock,stim/lock.jpg,grapes,handcuffs,key
taxonomic,,,,,,,,2018_Nov_05_0925,taxthemexp_tax_img,,,,,60.1398573323,,,,8066,,,,,space,13.9065380096,,,,1,,,,,
taxonomic,,,,tax,dist,them,left,2018_Nov_05_0925,taxthemexp_tax_img,15.0,0.0,0.0,0.0,60.1398573323,stim/candle.jpg,stim/mailbox.jpg,stim/table.jpg,8066,,,,,,,0.0,down,1.9020781516999998,1,lamp,stim/lamp.jpg,candle,mailbox,table
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,17.0,1.0,0.0,1.0,60.1398573323,stim/helmet.jpg,stim/umbrella.jpg,stim/car.jpg,8066,,,,,,,0.0,left,1.31834292412,1,motorcycle,stim/motorcycle.jpg,helmet,umbrella,car
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,22.0,2.0,0.0,2.0,60.1398573323,stim/sewingmachine.jpg,stim/watch.jpg,stim/yarn.jpg,8066,,,,,,,1.0,right,2.017359972,1,string,stim/string.jpg,sewing machine,watch,yarn
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,14.0,3.0,0.0,3.0,60.1398573323,stim/camel.jpg,stim/sword.jpg,stim/cuttingboard.jpg,8066,,,,,,,1.0,down,0.736117124557,1,knife,stim/knife.jpg,camel,sword,cutting board
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,0.0,4.0,0.0,4.0,60.1398573323,stim/canoe.jpg,stim/neckpillow.jpg,stim/duck.jpg,8066,,,,,,,1.0,left,2.30150794983,1,airplane,stim/airplane.jpg,canoe,neck pillow,duck
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,18.0,5.0,0.0,5.0,60.1398573323,stim/saltshaker.jpg,stim/ring.jpg,stim/jewellerybox.jpg,8066,,,,,,,1.0,down,0.7349898815160001,1,necklace,stim/necklace.jpg,saltshaker,ring,jewellery box
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,9.0,6.0,0.0,6.0,60.1398573323,stim/juice.jpg,stim/ironboard.jpg,stim/mug.jpg,8066,,,,,,,1.0,right,2.9202950000800003,1,cup,stim/cup.jpg,juice,ironing board,mug
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,1.0,7.0,0.0,7.0,60.1398573323,stim/dumbbell.jpg,stim/lifejacket.jpg,stim/antelope.jpg,8066,,,,,,,0.0,down,1.7184729576099997,1,anchor,stim/anchor.jpg,weight,life jacket,antelope
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,13.0,8.0,0.0,8.0,60.1398573323,stim/clarinet.jpg,stim/musicstand.jpg,stim/chips.jpg,8066,,,,,,,1.0,left,1.00022602081,1,horn,stim/horn.jpg,clarinet,music stand,chips
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,6.0,9.0,0.0,9.0,60.1398573323,stim/peanut.jpg,stim/mixer.jpg,stim/cat.jpg,8066,,,,,,,0.0,left,1.6006591319999999,1,chipmunk,stim/chipmunk.jpg,peanut,mixer,cat
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,4.0,10.0,0.0,10.0,60.1398573323,stim/foodprocessor.jpg,stim/easel.jpg,stim/ruler.jpg,8066,,,,,,,0.0,right,1.56848311424,1,blackboard,stim/blackboard.jpg,food processor,easel,ruler
taxonomic,,,,them,tax,dist,down,2018_Nov_05_0925,taxthemexp_tax_img,2.0,11.0,0.0,11.0,60.1398573323,stim/ball.jpg,stim/racket.jpg,stim/dresser.jpg,8066,,,,,,,1.0,down,0.885998010635,1,bat,stim/bat.jpg,ball,racket,dresser
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,11.0,12.0,0.0,12.0,60.1398573323,stim/spoon.jpg,stim/plate.jpg,stim/purse.jpg,8066,,,,,,,1.0,left,0.7685680389399999,1,fork,stim/fork.jpg,spoon,plate,purse
taxonomic,,,,tax,dist,them,left,2018_Nov_05_0925,taxthemexp_tax_img,19.0,13.0,0.0,13.0,60.1398573323,stim/pen.jpg,stim/rooster.jpg,stim/easel.jpg,8066,,,,,,,0.0,right,2.50227093697,1,paintbrush,stim/paintbrush.jpg,pen,rooster,easel
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,20.0,14.0,0.0,14.0,60.1398573323,stim/shredder.jpg,stim/desk.jpg,stim/wheelchair.jpg,8066,,,,,,,1.0,left,2.8187618255599998,1,printer,stim/printer.jpg,shredder,desk,wheelchair
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,8.0,15.0,0.0,15.0,60.1398573323,stim/wine.jpg,stim/peanut.jpg,stim/peeler.jpg,8066,,,,,,,0.0,left,1.5851972103100003,1,corkscrew,stim/corkscrew.jpg,wine,peanut,peeler
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,21.0,16.0,0.0,16.0,60.1398573323,stim/chips.jpg,stim/seashell.jpg,stim/juice.jpg,8066,,,,,,,1.0,right,2.26682400703,1,soda,stim/soda.jpg,chips,seashell,juice
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,10.0,17.0,0.0,17.0,60.1398573323,stim/ribbon.jpg,stim/croissant.jpg,stim/pan.jpg,8066,,,,,,,1.0,down,1.6684999465900001,1,eggs,stim/eggs.jpg,ribbon,croissant,pan
taxonomic,,,,tax,them,dist,left,2018_Nov_05_0925,taxthemexp_tax_img,7.0,18.0,0.0,18.0,60.1398573323,stim/pipe.jpg,stim/cigarettecutter.jpg,stim/tissuebox.jpg,8066,,,,,,,1.0,left,2.50307822227,1,cigarette,stim/cigarette.jpg,pipe,cigarette cutter,tissue box
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,12.0,19.0,0.0,19.0,60.1398573323,stim/hairbrush.jpg,stim/golfball.jpg,stim/scrunchie.jpg,8066,,,,,,,0.0,left,1.43462896347,1,headband,stim/headband.jpg,hairbrush,golfball,scrunchie
taxonomic,,,,them,dist,tax,right,2018_Nov_05_0925,taxthemexp_tax_img,23.0,20.0,0.0,20.0,60.1398573323,stim/suit.jpg,stim/snowglobe.jpg,stim/basket.jpg,8066,,,,,,,1.0,right,3.63682198524,1,suitcase,stim/suitcase.jpg,suit,snowglobe,basket
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,5.0,21.0,0.0,21.0,60.1398573323,stim/chessboard.jpg,stim/icecream.jpg,stim/cheesegrater.jpg,8066,,,,,,,0.0,right,2.68623781204,1,cheese,stim/cheese.jpg,chessboard,ice cream,cheese grater
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,3.0,22.0,0.0,22.0,60.1398573323,stim/bell.jpg,stim/microscope.jpg,stim/puffin.jpg,8066,,,,,,,1.0,down,1.88639903069,1,binoculars,stim/binoculars.jpg,bell,microscope,puffin
taxonomic,,,,dist,tax,them,down,2018_Nov_05_0925,taxthemexp_tax_img,16.0,23.0,0.0,23.0,60.1398573323,stim/calculator.jpg,stim/duster.jpg,stim/bucket.jpg,8066,,,,,,,1.0,down,1.03365302086,1,mop,stim/mop.jpg,calculator,duster,bucket
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8057,5.0,0.0,0.0,0.0,,,1.0,right,3.6677110195199996,1,car,stim/car.jpg,yarn,train,stopsign
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8057,1.0,1.0,0.0,1.0,,,1.0,left,1.16618609428,1,bird,stim/cardinal.jpg,tree,guitar,turtle
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8057,3.0,2.0,0.0,2.0,,,1.0,down,1.2175509929700001,1,sock,stim/sock.jpg,pants,shoe,cake
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8057,0.0,3.0,0.0,3.0,,,1.0,down,1.66876196861,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8057,4.0,4.0,0.0,4.0,,,1.0,left,2.05144500732,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8057,2.0,5.0,0.0,5.0,,,1.0,right,2.33626484871,1,lock,stim/lock.jpg,grapes,handcuffs,key
thematic,,,,,,,,2018_Oct_31_1446,taxthemexp_tax_img,,,,,60.432477292600005,,,,8057,,,,,space,6.70459103584,,,,1,,,,,
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,22.0,0.0,0.0,0.0,60.432477292600005,stim/flashlight.jpg,stim/hair.jpg,stim/toothbrush.jpg,8057,,,,,,,1.0,right,1.9354279041299998,1,teeth,stim/teeth.jpg,flashlight,hair,toothbrush
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,13.0,1.0,0.0,1.0,60.432477292600005,stim/binder.jpg,stim/balloon.jpg,stim/purse.jpg,8057,,,,,,,1.0,left,1.8848130703000001,1,backpack,stim/backpack.jpg,binder,balloon,purse
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,9.0,2.0,0.0,2.0,60.432477292600005,stim/birdcage.jpg,stim/skates.jpg,stim/butterfly.jpg,8057,,,,,,,1.0,left,0.9342191219329999,1,parrot,stim/parrot.jpg,bird cage,skates,butterfly
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,16.0,3.0,0.0,3.0,60.432477292600005,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8057,,,,,,,1.0,right,1.3023309707600002,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,8.0,4.0,0.0,4.0,60.432477292600005,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8057,,,,,,,0.0,right,3.23453307152,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,7.0,5.0,0.0,5.0,60.432477292600005,stim/bullet.jpg,stim/starfish.jpg,stim/sword.jpg,8057,,,,,,,1.0,left,2.03411722183,1,gun,stim/gun.jpg,bullet,starfish,sword
thematic,,,,tax,dist,them,right,2018_Oct_31_1446,taxthemexp_tax_img,20.0,6.0,0.0,6.0,60.432477292600005,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8057,,,,,,,1.0,right,2.6531920433000002,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,21.0,7.0,0.0,7.0,60.432477292600005,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8057,,,,,,,1.0,right,3.8857779502900005,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,2.0,8.0,0.0,8.0,60.432477292600005,stim/stool.jpg,stim/lightbulb.jpg,stim/tire.jpg,8057,,,,,,,1.0,down,3.2353951931,1,ladder,stim/ladder.jpg,stool,lightbulb,tire
thematic,,,,them,tax,dist,left,2018_Oct_31_1446,taxthemexp_tax_img,6.0,9.0,0.0,9.0,60.432477292600005,stim/cork.jpg,stim/bottleopener.jpg,stim/globe.jpg,8057,,,,,,,1.0,left,2.37038302422,1,corkscrew,stim/corkscrew2.jpg,cork,bottle opener,globe
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,4.0,10.0,0.0,10.0,60.432477292600005,stim/exercisebike.jpg,stim/dumbbell.jpg,stim/goggles.jpg,8057,,,,,,,1.0,down,1.7849931716900003,1,exercise bench,stim/exercisebench.jpg,exercise bike,dumbbell,goggles
thematic,,,,dist,them,tax,down,2018_Oct_31_1446,taxthemexp_tax_img,3.0,11.0,0.0,11.0,60.432477292600005,stim/hairdryer.jpg,stim/leash.jpg,stim/cat.jpg,8057,,,,,,,1.0,down,2.35145187378,1,dog,stim/dog.jpg,hairdryer,leash,cat
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,12.0,12.0,0.0,12.0,60.432477292600005,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8057,,,,,,,1.0,left,5.921227931980001,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,,dist,them,tax,down,2018_Oct_31_1446,taxthemexp_tax_img,1.0,13.0,0.0,13.0,60.432477292600005,stim/thimble.jpg,stim/log.jpg,stim/shovel.jpg,8057,,,,,,,1.0,down,2.90290188789,1,axe,stim/axe.jpg,thimble,log,shovel
thematic,,,,tax,dist,them,right,2018_Oct_31_1446,taxthemexp_tax_img,23.0,14.0,0.0,14.0,60.432477292600005,stim/croissant.jpg,stim/crib.jpg,stim/stove.jpg,8057,,,,,,,1.0,right,2.38519001007,1,pie,stim/pie.jpg,croissant,crib,stove
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,0.0,15.0,0.0,15.0,60.432477292600005,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8057,,,,,,,1.0,down,1.3170170784,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
thematic,,,,tax,dist,them,right,2018_Oct_31_1446,taxthemexp_tax_img,18.0,16.0,0.0,16.0,60.432477292600005,stim/ham.jpg,stim/remote.jpg,stim/grill.jpg,8057,,,,,,,1.0,right,3.5693869590800005,1,steak,stim/steak.jpg,ham,remote,grill
thematic,,,,dist,them,tax,down,2018_Oct_31_1446,taxthemexp_tax_img,14.0,17.0,0.0,17.0,60.432477292600005,stim/fishhook.jpg,stim/rug.jpg,stim/duster.jpg,8057,,,,,,,1.0,down,7.10480117798,1,vacuum,stim/vacuum.jpg,fishhook,rug,duster
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,15.0,18.0,0.0,18.0,60.432477292600005,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8057,,,,,,,1.0,right,4.436110019680001,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,,dist,tax,them,right,2018_Oct_31_1446,taxthemexp_tax_img,19.0,19.0,0.0,19.0,60.432477292600005,stim/kayak.jpg,stim/armyguy.jpg,stim/dollhouse.jpg,8057,,,,,,,1.0,right,2.98705816269,1,doll,stim/doll.jpg,kayak,army guy,dollhouse
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,11.0,20.0,0.0,20.0,60.432477292600005,stim/hanger.jpg,stim/scissors.jpg,stim/skirt.jpg,8057,,,,,,,1.0,left,4.252652883530001,1,suit,stim/suit.jpg,hanger,scissors,skirt
thematic,,,,tax,them,dist,down,2018_Oct_31_1446,taxthemexp_tax_img,5.0,21.0,0.0,21.0,60.432477292600005,stim/fridge.jpg,stim/dietcoke.jpg,stim/camera.jpg,8057,,,,,,,1.0,down,1.6363837719,1,cooler,stim/cooler.jpg,fridge,diet coke,camera
thematic,,,,them,dist,tax,left,2018_Oct_31_1446,taxthemexp_tax_img,10.0,22.0,0.0,22.0,60.432477292600005,stim/lighter.jpg,stim/clock.jpg,stim/lantern.jpg,8057,,,,,,,1.0,left,4.404195070269999,1,candle,stim/candle.jpg,lighter,clock,lantern
thematic,,,,dist,them,tax,down,2018_Oct_31_1446,taxthemexp_tax_img,17.0,23.0,0.0,23.0,60.432477292600005,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8057,,,,,,,1.0,down,3.00352692604,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8044,2.0,0.0,0.0,0.0,,,1.0,right,1.9685781002,1,lock,stim/lock.jpg,grapes,handcuffs,key
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8044,0.0,1.0,0.0,1.0,,,1.0,down,1.23400998116,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8044,3.0,2.0,0.0,2.0,,,1.0,down,1.1182141304000002,1,sock,stim/sock.jpg,pants,shoe,cake
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8044,1.0,3.0,0.0,3.0,,,1.0,left,0.6010050773619999,1,bird,stim/cardinal.jpg,tree,guitar,turtle
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8044,4.0,4.0,0.0,4.0,,,1.0,left,1.2518000602700001,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8044,5.0,5.0,0.0,5.0,,,1.0,right,1.30046486855,1,car,stim/car.jpg,yarn,train,stopsign
thematic,,,,,,,,2018_Oct_25_1432,taxthemexp_tax_img,,,,,60.0755975255,,,,8044,,,,,space,7.5398030281100015,,,,1,,,,,
thematic,,,,tax,dist,them,right,2018_Oct_25_1432,taxthemexp_tax_img,23.0,0.0,0.0,0.0,60.0755975255,stim/croissant.jpg,stim/crib.jpg,stim/stove.jpg,8044,,,,,,,1.0,right,0.868185043335,1,pie,stim/pie.jpg,croissant,crib,stove
thematic,,,,tax,dist,them,right,2018_Oct_25_1432,taxthemexp_tax_img,18.0,1.0,0.0,1.0,60.0755975255,stim/ham.jpg,stim/remote.jpg,stim/grill.jpg,8044,,,,,,,1.0,right,1.6028130054499998,1,steak,stim/steak.jpg,ham,remote,grill
thematic,,,,dist,them,tax,down,2018_Oct_25_1432,taxthemexp_tax_img,1.0,2.0,0.0,2.0,60.0755975255,stim/thimble.jpg,stim/log.jpg,stim/shovel.jpg,8044,,,,,,,0.0,right,1.36765289307,1,axe,stim/axe.jpg,thimble,log,shovel
thematic,,,,dist,them,tax,down,2018_Oct_25_1432,taxthemexp_tax_img,17.0,3.0,0.0,3.0,60.0755975255,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8044,,,,,,,0.0,right,1.20127987862,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,11.0,4.0,0.0,4.0,60.0755975255,stim/hanger.jpg,stim/scissors.jpg,stim/skirt.jpg,8044,,,,,,,0.0,right,1.01841902733,1,suit,stim/suit.jpg,hanger,scissors,skirt
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,22.0,5.0,0.0,5.0,60.0755975255,stim/flashlight.jpg,stim/hair.jpg,stim/toothbrush.jpg,8044,,,,,,,1.0,right,1.28502178192,1,teeth,stim/teeth.jpg,flashlight,hair,toothbrush
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,2.0,6.0,0.0,6.0,60.0755975255,stim/stool.jpg,stim/lightbulb.jpg,stim/tire.jpg,8044,,,,,,,0.0,left,1.25070500374,1,ladder,stim/ladder.jpg,stool,lightbulb,tire
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,13.0,7.0,0.0,7.0,60.0755975255,stim/binder.jpg,stim/balloon.jpg,stim/purse.jpg,8044,,,,,,,1.0,left,1.6673870086700002,1,backpack,stim/backpack.jpg,binder,balloon,purse
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,19.0,8.0,0.0,8.0,60.0755975255,stim/kayak.jpg,stim/armyguy.jpg,stim/dollhouse.jpg,8044,,,,,,,1.0,right,1.10183215141,1,doll,stim/doll.jpg,kayak,army guy,dollhouse
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,10.0,9.0,0.0,9.0,60.0755975255,stim/lighter.jpg,stim/clock.jpg,stim/lantern.jpg,8044,,,,,,,0.0,right,2.1021668911,1,candle,stim/candle.jpg,lighter,clock,lantern
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,8.0,10.0,0.0,10.0,60.0755975255,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8044,,,,,,,1.0,left,1.8831000328099998,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,5.0,11.0,0.0,11.0,60.0755975255,stim/fridge.jpg,stim/dietcoke.jpg,stim/camera.jpg,8044,,,,,,,1.0,down,1.00124597549,1,cooler,stim/cooler.jpg,fridge,diet coke,camera
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,4.0,12.0,0.0,12.0,60.0755975255,stim/exercisebike.jpg,stim/dumbbell.jpg,stim/goggles.jpg,8044,,,,,,,1.0,down,1.25165009499,1,exercise bench,stim/exercisebench.jpg,exercise bike,dumbbell,goggles
thematic,,,,tax,dist,them,right,2018_Oct_25_1432,taxthemexp_tax_img,20.0,13.0,0.0,13.0,60.0755975255,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8044,,,,,,,1.0,right,1.36963391304,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,,them,tax,dist,left,2018_Oct_25_1432,taxthemexp_tax_img,6.0,14.0,0.0,14.0,60.0755975255,stim/cork.jpg,stim/bottleopener.jpg,stim/globe.jpg,8044,,,,,,,1.0,left,0.9682431221009999,1,corkscrew,stim/corkscrew2.jpg,cork,bottle opener,globe
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,7.0,15.0,0.0,15.0,60.0755975255,stim/bullet.jpg,stim/starfish.jpg,stim/sword.jpg,8044,,,,,,,0.0,right,1.85218811035,1,gun,stim/gun.jpg,bullet,starfish,sword
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,12.0,16.0,0.0,16.0,60.0755975255,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8044,,,,,,,0.0,right,0.8840301036830001,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,,tax,them,dist,down,2018_Oct_25_1432,taxthemexp_tax_img,0.0,17.0,0.0,17.0,60.0755975255,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8044,,,,,,,1.0,down,0.934649944305,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,21.0,18.0,0.0,18.0,60.0755975255,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8044,,,,,,,1.0,right,0.967778921127,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,16.0,19.0,0.0,19.0,60.0755975255,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8044,,,,,,,1.0,right,1.18337607384,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,,dist,them,tax,down,2018_Oct_25_1432,taxthemexp_tax_img,3.0,20.0,0.0,20.0,60.0755975255,stim/hairdryer.jpg,stim/leash.jpg,stim/cat.jpg,8044,,,,,,,1.0,down,1.2349739074700001,1,dog,stim/dog.jpg,hairdryer,leash,cat
thematic,,,,dist,tax,them,right,2018_Oct_25_1432,taxthemexp_tax_img,15.0,21.0,0.0,21.0,60.0755975255,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8044,,,,,,,1.0,right,0.950794935226,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,,dist,them,tax,down,2018_Oct_25_1432,taxthemexp_tax_img,14.0,22.0,0.0,22.0,60.0755975255,stim/fishhook.jpg,stim/rug.jpg,stim/duster.jpg,8044,,,,,,,1.0,down,1.73636412621,1,vacuum,stim/vacuum.jpg,fishhook,rug,duster
thematic,,,,them,dist,tax,left,2018_Oct_25_1432,taxthemexp_tax_img,9.0,23.0,0.0,23.0,60.0755975255,stim/birdcage.jpg,stim/skates.jpg,stim/butterfly.jpg,8044,,,,,,,1.0,left,0.5024299621580001,1,parrot,stim/parrot.jpg,bird cage,skates,butterfly
taxonomic,,,,them,dist,tax,right,2018_Nov_14_1011,taxthemexp_tax_img,,,,,59.9987697854,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8102,4.0,0.0,0.0,0.0,,,1.0,right,2.6874799728400003,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
taxonomic,,,,tax,them,dist,left,2018_Nov_14_1011,taxthemexp_tax_img,,,,,59.9987697854,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8102,3.0,1.0,0.0,1.0,,,0.0,down,0.801470041275,1,sock,stim/sock.jpg,pants,shoe,cake
taxonomic,,,,dist,tax,them,down,2018_Nov_14_1011,taxthemexp_tax_img,,,,,59.9987697854,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8102,5.0,2.0,0.0,2.0,,,0.0,right,1.08575296402,1,car,stim/car.jpg,yarn,train,stopsign
