Subject,Block,StimType,Stimulus,KEY,RESP,Accuracy,RT
8072,UnsupervisedDense,nottarget,contr16,n,nottarget,1,2.3819999999999997
8072,UnsupervisedDense,nottarget,catch1,n,nottarget,1,0.74
8072,UnsupervisedDense,nottarget,catch6,n,nottarget,1,0.674
8072,UnsupervisedDense,nottarget,contr1,n,nottarget,1,1.405
8072,UnsupervisedDense,target,test12,x,target,1,0.8079999999999999
8072,UnsupervisedDense,nottarget,contr11,n,nottarget,1,0.629
8072,UnsupervisedDense,nottarget,contr14,n,nottarget,1,0.657
8072,UnsupervisedDense,nottarget,contr10,n,nottarget,1,0.795
8072,UnsupervisedDense,nottarget,contr9,n,nottarget,1,0.648
8072,UnsupervisedDense,target,test16,x,target,1,0.7709999999999999
8072,UnsupervisedDense,nottarget,contr13,n,nottarget,1,0.6890000000000001
8072,UnsupervisedDense,nottarget,contr5,n,nottarget,1,0.731
8072,UnsupervisedDense,target,test2,x,target,1,1.202
8072,UnsupervisedDense,target,test15,x,target,1,1.175
8072,UnsupervisedDense,nottarget,catch3,n,nottarget,1,0.74
8072,UnsupervisedDense,target,test6,x,target,1,2.186
8072,UnsupervisedDense,nottarget,contr12,n,nottarget,1,0.816
8072,UnsupervisedDense,nottarget,catch7,n,nottarget,1,1.452
8072,UnsupervisedDense,target,test14,x,target,1,1.2790000000000001
8072,UnsupervisedDense,target,test4,n,nottarget,0,0.799
8072,UnsupervisedDense,target,test9,x,target,1,0.893
8072,UnsupervisedDense,nottarget,contr2,n,nottarget,1,0.7979999999999999
8072,UnsupervisedDense,nottarget,catch4,n,nottarget,1,0.826
8072,UnsupervisedDense,nottarget,contr4,n,nottarget,1,1.5759999999999998
8072,UnsupervisedDense,nottarget,contr6,n,nottarget,1,0.588
8072,UnsupervisedDense,target,test3,x,target,1,0.89
8072,UnsupervisedDense,target,test13,x,target,1,0.915
8072,UnsupervisedDense,target,test11,x,target,1,1.25
8072,UnsupervisedDense,target,test8,x,target,1,0.5579999999999999
8072,SupervisedSparse,target,test13,x,target,1,3.872
8072,SupervisedSparse,target,test1,x,target,1,2.041
8072,SupervisedSparse,nottarget,catch4,n,nottarget,1,1.005
8072,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.722
8072,SupervisedSparse,target,test6,x,target,1,0.619
8072,SupervisedSparse,target,test3,x,target,1,0.632
8072,SupervisedSparse,nottarget,contr10,n,nottarget,1,0.747
8072,SupervisedSparse,nottarget,contr13,n,nottarget,1,0.483
8072,SupervisedSparse,target,test11,x,target,1,0.893
8072,SupervisedSparse,target,test14,x,target,1,0.444
8072,SupervisedSparse,nottarget,catch5,n,nottarget,1,0.6409999999999999
8072,SupervisedSparse,nottarget,contr12,n,nottarget,1,0.596
8072,SupervisedSparse,target,test10,x,target,1,0.897
8072,SupervisedSparse,target,test7,x,target,1,3.09
8072,SupervisedSparse,nottarget,catch8,n,nottarget,1,0.5710000000000001
8072,SupervisedSparse,nottarget,catch1,n,nottarget,1,0.754
8072,SupervisedSparse,nottarget,contr6,n,nottarget,1,0.568
8072,SupervisedSparse,target,test2,x,target,1,1.032
8072,SupervisedSparse,nottarget,catch3,n,nottarget,1,1.349
8072,SupervisedSparse,nottarget,contr4,n,nottarget,1,1.347
8072,SupervisedSparse,nottarget,contr9,n,nottarget,1,0.594
8072,SupervisedSparse,nottarget,contr11,n,nottarget,1,0.542
8072,SupervisedSparse,target,test5,x,target,1,2.166
8072,SupervisedSparse,target,test16,x,target,1,1.276
8072,SupervisedSparse,nottarget,contr16,n,nottarget,1,0.5660000000000001
8072,SupervisedSparse,target,test15,x,target,1,2.701
8072,SupervisedSparse,nottarget,contr3,n,nottarget,1,0.598
8072,SupervisedSparse,nottarget,contr8,n,nottarget,1,0.451
8072,SupervisedSparse,target,test4,x,target,1,1.252
8072,SupervisedSparse,nottarget,contr5,n,nottarget,1,1.208
8072,SupervisedSparse,nottarget,catch2,n,nottarget,1,0.812
8072,SupervisedSparse,nottarget,contr1,n,nottarget,1,1.7209999999999999
8072,SupervisedSparse,nottarget,contr14,n,nottarget,1,0.625
8072,SupervisedSparse,nottarget,contr7,n,nottarget,1,0.485
8072,SupervisedSparse,nottarget,contr15,n,nottarget,1,0.647
8072,SupervisedSparse,nottarget,contr2,n,nottarget,1,0.7609999999999999
8072,SupervisedSparse,target,test9,x,target,1,0.512
8072,SupervisedSparse,target,test8,x,target,1,0.57
8072,SupervisedSparse,target,test12,x,target,1,1.5190000000000001
8072,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.44
8072,UnsupervisedSparse,nottarget,contr15,n,nottarget,1,2.555
8072,UnsupervisedSparse,target,test6,x,target,1,1.242
8072,UnsupervisedSparse,target,test12,x,target,1,0.8140000000000001
8072,UnsupervisedSparse,target,test14,x,target,1,3.633
8072,UnsupervisedSparse,nottarget,contr1,n,nottarget,1,0.9390000000000001
8072,UnsupervisedSparse,nottarget,catch5,n,nottarget,1,1.131
8072,UnsupervisedSparse,nottarget,contr5,n,nottarget,1,1.227
8072,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,0.927
8072,UnsupervisedSparse,target,test4,x,target,1,1.015
8072,UnsupervisedSparse,nottarget,contr3,n,nottarget,1,0.852
8072,UnsupervisedSparse,target,test8,x,target,1,1.032
8072,UnsupervisedSparse,target,test15,x,target,1,1.875
8072,UnsupervisedSparse,target,test7,x,target,1,0.7340000000000001
8072,UnsupervisedSparse,nottarget,contr16,n,nottarget,1,0.883
8072,UnsupervisedSparse,nottarget,contr8,n,nottarget,1,1.774
8072,UnsupervisedSparse,nottarget,contr10,n,nottarget,1,0.7709999999999999
8072,UnsupervisedSparse,target,test1,x,target,1,1.354
8072,UnsupervisedSparse,nottarget,contr11,n,nottarget,1,1.123
8072,UnsupervisedSparse,nottarget,contr9,n,nottarget,1,0.626
8072,UnsupervisedSparse,target,test13,x,target,1,0.7190000000000001
8072,UnsupervisedSparse,nottarget,contr2,n,nottarget,1,0.91
8072,UnsupervisedSparse,target,test16,x,target,1,4.215
8072,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.7070000000000001
8072,UnsupervisedSparse,target,test5,x,target,1,2.501
8072,UnsupervisedSparse,target,test2,x,target,1,4.732
8072,UnsupervisedSparse,target,test10,x,target,1,1.46
8072,UnsupervisedSparse,nottarget,catch6,n,nottarget,1,0.965
8072,UnsupervisedSparse,target,test3,x,target,1,1.324
8072,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,0.723
8072,UnsupervisedSparse,nottarget,contr4,n,nottarget,1,0.74
8072,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,0.868
8072,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,0.597
8072,UnsupervisedSparse,target,test11,x,target,1,0.7959999999999999
8072,UnsupervisedSparse,nottarget,contr14,n,nottarget,1,0.698
8072,UnsupervisedSparse,nottarget,contr6,n,nottarget,1,0.6809999999999999
8072,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.772
8072,UnsupervisedSparse,nottarget,contr12,n,nottarget,1,0.708
8072,UnsupervisedSparse,nottarget,contr13,n,nottarget,1,0.531
8072,UnsupervisedSparse,nottarget,contr7,n,nottarget,1,0.835
8072,UnsupervisedSparse,target,test9,x,target,1,0.887
8005,UnsupervisedSparse,nottarget,contr10,n,nottarget,1,2.28
8005,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,1.067
8005,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,0.813
8005,UnsupervisedSparse,target,test12,x,target,1,0.7290000000000001
8005,UnsupervisedSparse,nottarget,contr13,n,nottarget,1,1.8159999999999998
8005,UnsupervisedSparse,target,test5,x,target,1,0.8540000000000001
8005,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,0.736
8005,UnsupervisedSparse,target,test8,x,target,1,1.8730000000000002
8005,UnsupervisedSparse,nottarget,contr4,n,nottarget,1,1.2670000000000001
8005,UnsupervisedSparse,target,test1,n,nottarget,0,1.517
8005,UnsupervisedSparse,nottarget,contr1,n,nottarget,1,0.9420000000000001
8005,UnsupervisedSparse,target,test15,x,target,1,0.956
8005,UnsupervisedSparse,nottarget,contr9,n,nottarget,1,1.052
8005,UnsupervisedSparse,target,test4,x,target,1,0.83
8005,UnsupervisedSparse,target,test14,x,target,1,2.123
8005,UnsupervisedSparse,nottarget,contr7,n,nottarget,1,0.85
8005,UnsupervisedSparse,nottarget,contr14,n,nottarget,1,0.6629999999999999
8005,UnsupervisedSparse,target,test6,x,target,1,0.8420000000000001
8005,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,0.8109999999999999
8005,UnsupervisedSparse,nottarget,contr15,n,nottarget,1,1.0490000000000002
8005,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.907
8005,UnsupervisedSparse,nottarget,contr16,n,nottarget,1,0.941
8005,UnsupervisedSparse,nottarget,contr3,n,nottarget,1,0.7240000000000001
8005,UnsupervisedSparse,nottarget,contr11,n,nottarget,1,0.7070000000000001
8005,UnsupervisedSparse,nottarget,catch6,n,nottarget,1,0.7559999999999999
8005,UnsupervisedSparse,target,test13,x,target,1,0.9309999999999999
8005,UnsupervisedSparse,target,test10,x,target,1,1.379
8005,UnsupervisedSparse,target,test2,x,target,1,0.769
8005,UnsupervisedSparse,nottarget,contr6,n,nottarget,1,0.7909999999999999
8005,UnsupervisedSparse,nottarget,catch5,n,nottarget,1,0.821
8005,UnsupervisedSparse,target,test16,x,target,1,1.41
8005,UnsupervisedSparse,nottarget,contr2,n,nottarget,1,0.8059999999999999
8005,UnsupervisedSparse,target,test7,x,target,1,0.7390000000000001
8005,UnsupervisedSparse,nottarget,contr8,n,nottarget,1,0.618
8005,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.598
8005,UnsupervisedSparse,target,test11,x,target,1,0.7809999999999999
8005,UnsupervisedSparse,target,test3,x,target,1,0.841
8005,UnsupervisedSparse,target,test9,x,target,1,0.758
8005,UnsupervisedSparse,nottarget,contr12,n,nottarget,1,0.669
8005,UnsupervisedSparse,nottarget,contr5,n,nottarget,1,0.631
8005,UnsupervisedDense,target,test3,x,target,1,3.0589999999999997
8005,UnsupervisedDense,target,test16,None,None,0,9999.0
8005,UnsupervisedDense,nottarget,catch4,n,nottarget,1,0.968
8005,UnsupervisedDense,target,test1,x,target,1,0.983
8005,UnsupervisedDense,nottarget,contr14,n,nottarget,1,1.044
8005,UnsupervisedDense,nottarget,contr2,n,nottarget,1,0.575
8005,UnsupervisedDense,target,test13,x,target,1,0.764
8005,UnsupervisedDense,nottarget,catch1,n,nottarget,1,0.625
8005,UnsupervisedDense,nottarget,contr9,n,nottarget,1,0.91
8005,UnsupervisedDense,target,test7,x,target,1,0.758
8005,UnsupervisedDense,nottarget,contr6,n,nottarget,1,0.6759999999999999
8005,UnsupervisedDense,nottarget,catch5,n,nottarget,1,0.7340000000000001
8005,UnsupervisedDense,nottarget,catch2,n,nottarget,1,0.605
8005,UnsupervisedDense,target,test11,x,target,1,0.6729999999999999
8005,UnsupervisedDense,nottarget,contr16,n,nottarget,1,0.6990000000000001
8005,UnsupervisedDense,target,test5,x,target,1,0.852
8005,UnsupervisedDense,nottarget,contr10,n,nottarget,1,0.654
8005,UnsupervisedDense,target,test9,x,target,1,1.137
8005,UnsupervisedDense,target,test12,x,target,1,0.6729999999999999
8005,UnsupervisedDense,nottarget,contr4,n,nottarget,1,0.595
8005,UnsupervisedDense,nottarget,catch7,n,nottarget,1,0.8009999999999999
8005,UnsupervisedDense,nottarget,contr15,n,nottarget,1,0.748
8005,UnsupervisedDense,target,test10,x,target,1,0.644
8005,UnsupervisedDense,nottarget,contr3,n,nottarget,1,0.606
8005,UnsupervisedDense,target,test4,x,target,1,0.7929999999999999
8005,UnsupervisedDense,nottarget,contr12,n,nottarget,1,0.511
8005,UnsupervisedDense,nottarget,contr5,n,nottarget,1,0.5429999999999999
8005,UnsupervisedDense,nottarget,catch6,n,nottarget,1,1.3419999999999999
8005,UnsupervisedDense,target,test14,x,target,1,0.893
8005,UnsupervisedDense,nottarget,contr11,x,target,0,0.95
8005,UnsupervisedDense,nottarget,contr1,n,nottarget,1,0.773
8005,UnsupervisedDense,target,test8,x,target,1,0.93
8005,UnsupervisedDense,nottarget,catch3,n,nottarget,1,0.593
8005,UnsupervisedDense,nottarget,catch8,n,nottarget,1,0.6709999999999999
8005,UnsupervisedDense,target,test15,x,target,1,0.905
8005,UnsupervisedDense,target,test2,x,target,1,0.762
8005,UnsupervisedDense,nottarget,contr8,n,nottarget,1,0.72
8005,UnsupervisedDense,target,test6,x,target,1,0.7909999999999999
8005,UnsupervisedDense,nottarget,contr7,n,nottarget,1,0.9159999999999999
8005,UnsupervisedDense,nottarget,contr13,n,nottarget,1,0.732
8005,SupervisedDense,target,test6,x,target,1,2.5669999999999997
8005,SupervisedDense,nottarget,catch1,n,nottarget,1,1.0859999999999999
8005,SupervisedDense,nottarget,catch8,n,nottarget,1,0.6940000000000001
8005,SupervisedDense,nottarget,contr16,x,target,0,0.9840000000000001
8005,SupervisedDense,target,test2,x,target,1,1.11
8005,SupervisedDense,nottarget,contr1,n,nottarget,1,1.125
8005,SupervisedDense,target,test16,x,target,1,0.893
8005,SupervisedDense,nottarget,contr5,n,nottarget,1,0.635
8005,SupervisedDense,nottarget,catch7,n,nottarget,1,0.912
8005,SupervisedDense,nottarget,contr11,n,nottarget,1,0.841
8005,SupervisedDense,target,test9,x,target,1,0.795
8005,SupervisedDense,nottarget,contr8,n,nottarget,1,0.633
8005,SupervisedDense,target,test1,x,target,1,0.723
8005,SupervisedDense,nottarget,contr14,n,nottarget,1,0.635
8005,SupervisedDense,target,test4,x,target,1,0.767
8005,SupervisedDense,nottarget,contr9,n,nottarget,1,0.7490000000000001
8005,SupervisedDense,target,test10,x,target,1,0.8759999999999999
8005,SupervisedDense,target,test11,x,target,1,1.157
8005,SupervisedDense,nottarget,contr10,n,nottarget,1,0.667
8005,SupervisedDense,target,test8,x,target,1,0.797
8005,SupervisedDense,target,test13,x,target,1,0.785
8005,SupervisedDense,nottarget,contr6,n,nottarget,1,0.768
8005,SupervisedDense,nottarget,contr3,n,nottarget,1,0.598
8005,SupervisedDense,nottarget,contr13,n,nottarget,1,0.618
8005,SupervisedDense,nottarget,catch4,n,nottarget,1,0.687
8005,SupervisedDense,nottarget,catch2,n,nottarget,1,0.545
8005,SupervisedDense,target,test14,x,target,1,0.6940000000000001
8005,SupervisedDense,target,test7,x,target,1,0.664
8005,SupervisedDense,target,test3,x,target,1,0.6509999999999999
8005,SupervisedDense,target,test5,x,target,1,0.588
8005,SupervisedDense,target,test15,x,target,1,0.595
8005,SupervisedDense,nottarget,contr12,n,nottarget,1,0.5920000000000001
8005,SupervisedDense,nottarget,contr4,n,nottarget,1,0.684
8005,SupervisedDense,target,test12,x,target,1,1.1179999999999999
8005,SupervisedDense,nottarget,catch6,n,nottarget,1,0.5670000000000001
8005,SupervisedDense,nottarget,catch5,n,nottarget,1,0.595
8005,SupervisedDense,nottarget,contr15,n,nottarget,1,0.8809999999999999
8005,SupervisedDense,nottarget,catch3,n,nottarget,1,0.594
8005,SupervisedDense,nottarget,contr7,n,nottarget,1,0.7120000000000001
8005,SupervisedDense,nottarget,contr2,n,nottarget,1,0.552
8005,SupervisedSparse,target,test14,x,target,1,1.683
8005,SupervisedSparse,target,test1,x,target,1,1.484
8005,SupervisedSparse,nottarget,contr3,n,nottarget,1,0.8859999999999999
8005,SupervisedSparse,nottarget,contr8,n,nottarget,1,0.622
8005,SupervisedSparse,target,test3,x,target,1,0.675
8005,SupervisedSparse,nottarget,catch4,n,nottarget,1,1.4040000000000001
8005,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.7709999999999999
8005,SupervisedSparse,target,test7,x,target,1,0.72
8005,SupervisedSparse,nottarget,catch2,n,nottarget,1,0.5920000000000001
8005,SupervisedSparse,nottarget,contr12,n,nottarget,1,0.8370000000000001
8005,SupervisedSparse,nottarget,catch5,n,nottarget,1,0.632
8005,SupervisedSparse,nottarget,contr13,n,nottarget,1,0.779
8005,SupervisedSparse,nottarget,catch1,n,nottarget,1,0.777
8005,SupervisedSparse,target,test10,x,target,1,0.75
8005,SupervisedSparse,target,test15,x,target,1,0.6459999999999999
8005,SupervisedSparse,target,test8,x,target,1,0.745
8005,SupervisedSparse,target,test9,x,target,1,0.631
8005,SupervisedSparse,nottarget,contr5,n,nottarget,1,0.706
8005,SupervisedSparse,target,test16,x,target,1,0.86
8005,SupervisedSparse,nottarget,contr16,n,nottarget,1,0.878
8005,SupervisedSparse,target,test12,x,target,1,0.688
8005,SupervisedSparse,target,test4,x,target,1,0.6409999999999999
8005,SupervisedSparse,nottarget,contr15,n,nottarget,1,0.6920000000000001
8005,SupervisedSparse,nottarget,contr11,n,nottarget,1,0.7170000000000001
8005,SupervisedSparse,nottarget,contr14,n,nottarget,1,0.8540000000000001
8005,SupervisedSparse,nottarget,catch3,n,nottarget,1,0.919
8005,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.688
8005,SupervisedSparse,target,test6,x,target,1,0.6890000000000001
8005,SupervisedSparse,target,test2,x,target,1,0.586
8005,SupervisedSparse,nottarget,contr10,n,nottarget,1,0.8
8005,SupervisedSparse,target,test13,x,target,1,0.579
8005,SupervisedSparse,nottarget,catch8,n,nottarget,1,0.586
8005,SupervisedSparse,target,test5,x,target,1,0.632
8005,SupervisedSparse,nottarget,contr2,n,nottarget,1,0.58
8005,SupervisedSparse,target,test11,x,target,1,0.6809999999999999
8005,SupervisedSparse,nottarget,contr9,n,nottarget,1,0.516
8005,SupervisedSparse,nottarget,contr1,n,nottarget,1,0.5710000000000001
8005,SupervisedSparse,nottarget,contr6,n,nottarget,1,0.625
8005,SupervisedSparse,nottarget,contr4,n,nottarget,1,0.614
8005,SupervisedSparse,nottarget,contr7,n,nottarget,1,0.522
8018,SupervisedSparse,target,test2,x,target,1,2.1390000000000002
8018,SupervisedSparse,nottarget,contr1,n,nottarget,1,1.9080000000000001
8018,SupervisedSparse,target,test14,x,target,1,0.907
8018,SupervisedSparse,nottarget,catch3,n,nottarget,1,1.021
8018,SupervisedSparse,target,test9,x,target,1,1.1909999999999998
8018,SupervisedSparse,nottarget,contr16,n,nottarget,1,0.981
8018,SupervisedSparse,target,test3,x,target,1,0.755
8018,SupervisedSparse,nottarget,catch2,n,nottarget,1,0.762
8018,SupervisedSparse,nottarget,contr7,n,nottarget,1,1.274
8018,SupervisedSparse,nottarget,contr10,n,nottarget,1,1.3219999999999998
8018,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.995
8018,SupervisedSparse,nottarget,contr6,n,nottarget,1,1.344
8018,SupervisedSparse,target,test11,x,target,1,0.727
8018,SupervisedSparse,nottarget,contr5,n,nottarget,1,0.664
8018,SupervisedSparse,nottarget,catch4,n,nottarget,1,0.705
8018,SupervisedSparse,nottarget,contr2,n,nottarget,1,1.067
8018,SupervisedSparse,target,test1,x,target,1,0.8540000000000001
8018,SupervisedSparse,nottarget,catch5,n,nottarget,1,0.8009999999999999
8018,SupervisedSparse,nottarget,contr15,n,nottarget,1,1.078
8018,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.7509999999999999
8018,SupervisedSparse,target,test16,x,target,1,0.607
8018,SupervisedSparse,target,test10,x,target,1,0.677
8018,SupervisedSparse,target,test12,x,target,1,0.846
8018,SupervisedSparse,nottarget,contr13,n,nottarget,1,0.69
8018,SupervisedSparse,target,test15,x,target,1,0.9159999999999999
8018,SupervisedSparse,nottarget,contr14,n,nottarget,1,1.14
8018,SupervisedSparse,nottarget,contr12,n,nottarget,1,0.748
8018,SupervisedSparse,target,test4,x,target,1,0.738
8018,SupervisedSparse,nottarget,catch1,n,nottarget,1,0.618
8018,SupervisedSparse,target,test8,x,target,1,0.799
8018,SupervisedSparse,target,test13,x,target,1,0.875
8018,SupervisedSparse,target,test6,x,target,1,0.726
8018,SupervisedSparse,nottarget,contr9,n,nottarget,1,0.654
8018,SupervisedSparse,nottarget,catch8,n,nottarget,1,0.705
8018,SupervisedSparse,nottarget,contr11,n,nottarget,1,1.6669999999999998
8018,SupervisedSparse,target,test7,x,target,1,1.989
8018,SupervisedSparse,target,test5,x,target,1,0.787
8018,SupervisedSparse,nottarget,contr3,n,nottarget,1,0.784
8018,SupervisedSparse,nottarget,contr8,n,nottarget,1,0.7190000000000001
8018,SupervisedSparse,nottarget,contr4,n,nottarget,1,0.705
8018,SupervisedDense,nottarget,catch3,n,nottarget,1,1.6780000000000002
8018,SupervisedDense,nottarget,contr10,n,nottarget,1,1.168
8018,SupervisedDense,nottarget,contr7,n,nottarget,1,1.1909999999999998
8018,SupervisedDense,target,test5,x,target,1,2.54
8018,SupervisedDense,target,test9,x,target,1,1.6030000000000002
8018,SupervisedDense,target,test13,x,target,1,1.521
8018,SupervisedDense,nottarget,catch6,n,nottarget,1,0.968
8018,SupervisedDense,nottarget,contr14,n,nottarget,1,1.256
8018,SupervisedDense,nottarget,contr2,n,nottarget,1,1.194
8018,SupervisedDense,nottarget,catch1,n,nottarget,1,0.912
8018,SupervisedDense,target,test4,x,target,1,1.401
8018,SupervisedDense,nottarget,catch4,n,nottarget,1,0.645
8018,SupervisedDense,nottarget,contr6,n,nottarget,1,0.825
8018,SupervisedDense,target,test14,x,target,1,1.3719999999999999
8018,SupervisedDense,nottarget,contr15,n,nottarget,1,0.763
8018,SupervisedDense,nottarget,catch5,n,nottarget,1,0.8170000000000001
8018,SupervisedDense,target,test6,x,target,1,0.902
8018,SupervisedDense,nottarget,catch2,n,nottarget,1,0.5760000000000001
8018,SupervisedDense,nottarget,contr12,n,nottarget,1,0.716
8018,SupervisedDense,nottarget,contr5,n,nottarget,1,0.773
8018,SupervisedDense,target,test10,x,target,1,1.212
8018,SupervisedDense,target,test11,x,target,1,1.264
8018,SupervisedDense,target,test3,n,nottarget,0,1.82
8018,SupervisedDense,nottarget,contr16,n,nottarget,1,0.879
8018,SupervisedDense,target,test2,x,target,1,0.9690000000000001
8018,SupervisedDense,target,test16,x,target,1,1.167
8018,SupervisedDense,target,test8,x,target,1,0.598
8018,SupervisedDense,nottarget,contr1,n,nottarget,1,0.557
8018,SupervisedDense,nottarget,catch7,n,nottarget,1,0.594
8018,SupervisedDense,nottarget,contr3,n,nottarget,1,0.6559999999999999
8018,SupervisedDense,nottarget,contr4,n,nottarget,1,0.539
8018,SupervisedDense,nottarget,contr11,n,nottarget,1,0.467
8018,SupervisedDense,nottarget,contr13,n,nottarget,1,0.406
8018,SupervisedDense,nottarget,catch8,n,nottarget,1,0.586
8018,SupervisedDense,nottarget,contr9,n,nottarget,1,0.488
8018,SupervisedDense,nottarget,contr8,n,nottarget,1,0.434
8018,SupervisedDense,target,test15,x,target,1,0.927
8018,SupervisedDense,target,test7,x,target,1,0.727
8018,SupervisedDense,target,test1,x,target,1,0.935
8018,SupervisedDense,target,test12,x,target,1,0.823
8018,UnsupervisedDense,nottarget,contr4,n,nottarget,1,2.195
8018,UnsupervisedDense,target,test3,x,target,1,1.703
8018,UnsupervisedDense,nottarget,catch1,n,nottarget,1,1.114
8018,UnsupervisedDense,nottarget,catch6,n,nottarget,1,0.713
8018,UnsupervisedDense,nottarget,catch5,n,nottarget,1,0.73
8018,UnsupervisedDense,nottarget,contr10,n,nottarget,1,1.4340000000000002
8018,UnsupervisedDense,target,test14,x,target,1,0.981
8018,UnsupervisedDense,nottarget,contr14,n,nottarget,1,0.892
8018,UnsupervisedDense,nottarget,catch3,n,nottarget,1,0.6920000000000001
8018,UnsupervisedDense,target,test5,x,target,1,1.2209999999999999
8018,UnsupervisedDense,target,test2,x,target,1,1.0659999999999998
8018,UnsupervisedDense,nottarget,contr5,n,nottarget,1,1.013
8018,UnsupervisedDense,target,test12,x,target,1,1.4409999999999998
8018,UnsupervisedDense,target,test1,x,target,1,1.643
8018,UnsupervisedDense,nottarget,catch7,n,nottarget,1,0.958
8018,UnsupervisedDense,target,test15,x,target,1,1.149
8018,UnsupervisedDense,nottarget,contr11,n,nottarget,1,0.884
8018,UnsupervisedDense,nottarget,contr1,n,nottarget,1,1.0290000000000001
8018,UnsupervisedDense,target,test13,x,target,1,1.128
8018,UnsupervisedDense,target,test7,x,target,1,0.865
8018,UnsupervisedDense,target,test6,x,target,1,1.298
8018,UnsupervisedDense,nottarget,catch2,n,nottarget,1,0.7390000000000001
8018,UnsupervisedDense,nottarget,contr8,n,nottarget,1,2.45
8018,UnsupervisedDense,nottarget,contr3,n,nottarget,1,0.925
8018,UnsupervisedDense,nottarget,contr12,n,nottarget,1,0.764
8018,UnsupervisedDense,target,test9,x,target,1,1.219
8018,UnsupervisedDense,target,test16,x,target,1,1.014
8018,UnsupervisedDense,nottarget,contr9,n,nottarget,1,0.94
8018,UnsupervisedDense,nottarget,contr16,n,nottarget,1,0.595
8018,UnsupervisedDense,target,test10,x,target,1,0.654
8018,UnsupervisedDense,nottarget,contr6,n,nottarget,1,0.659
8018,UnsupervisedDense,nottarget,contr7,n,nottarget,1,0.47100000000000003
8018,UnsupervisedDense,target,test4,x,target,1,0.615
8018,UnsupervisedDense,nottarget,contr2,n,nottarget,1,0.605
8018,UnsupervisedDense,nottarget,contr15,n,nottarget,1,0.475
8018,UnsupervisedDense,target,test8,x,target,1,0.763
8018,UnsupervisedDense,nottarget,catch8,n,nottarget,1,0.562
8018,UnsupervisedDense,target,test11,x,target,1,0.506
8018,UnsupervisedDense,nottarget,contr13,n,nottarget,1,0.602
8018,UnsupervisedDense,nottarget,catch4,n,nottarget,1,0.568
8018,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.91
8018,UnsupervisedSparse,target,test16,x,target,1,1.205
8018,UnsupervisedSparse,nottarget,contr16,x,target,0,1.002
8018,UnsupervisedSparse,target,test12,x,target,1,1.5119999999999998
8018,UnsupervisedSparse,target,test15,x,target,1,1.585
8018,UnsupervisedSparse,target,test8,x,target,1,1.246
8018,UnsupervisedSparse,nottarget,contr4,n,nottarget,1,0.97
8018,UnsupervisedSparse,nottarget,contr3,n,nottarget,1,0.903
8018,UnsupervisedSparse,nottarget,contr2,n,nottarget,1,0.8809999999999999
8018,UnsupervisedSparse,target,test2,x,target,1,1.01
8018,UnsupervisedSparse,nottarget,contr12,n,nottarget,1,1.64
8018,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,0.914
8018,UnsupervisedSparse,target,test6,x,target,1,0.9159999999999999
8018,UnsupervisedSparse,target,test4,x,target,1,0.988
8018,UnsupervisedSparse,target,test7,x,target,1,1.034
8018,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,0.7979999999999999
8018,UnsupervisedSparse,nottarget,contr10,n,nottarget,1,0.898
8018,UnsupervisedSparse,nottarget,contr7,n,nottarget,1,1.556
8018,UnsupervisedSparse,nottarget,contr8,n,nottarget,1,1.003
8018,UnsupervisedSparse,nottarget,contr6,n,nottarget,1,0.912
8018,UnsupervisedSparse,nottarget,contr11,n,nottarget,1,0.6890000000000001
8018,UnsupervisedSparse,target,test10,x,target,1,2.169
8018,UnsupervisedSparse,nottarget,contr15,n,nottarget,1,0.8740000000000001
8018,UnsupervisedSparse,nottarget,contr13,n,nottarget,1,0.586
8018,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,0.752
8018,UnsupervisedSparse,target,test11,x,target,1,1.393
8018,UnsupervisedSparse,target,test9,x,target,1,0.757
8018,UnsupervisedSparse,target,test13,x,target,1,0.812
8018,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.6559999999999999
8018,UnsupervisedSparse,target,test1,x,target,1,2.362
8018,UnsupervisedSparse,nottarget,contr1,n,nottarget,1,0.584
8018,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,0.743
