Experiment,Unnamed: 24,Unnamed: 30,cat1,cat2,cat3,correct,date,expName,expTrials.thisIndex,expTrials.thisN,expTrials.thisRepN,expTrials.thisTrialN,frameRate,img1,img2,img3,participant,pracTrials.thisIndex,pracTrials.thisN,pracTrials.thisRepN,pracTrials.thisTrialN,readyTest.keys,readyTest.rt,resp.corr,resp.keys,resp.rt,session,targ,targ_img,word1,word2,word3
thematic,,,dist,tax,them,right,2018_Oct_31_1229,taxthemexp_tax_img,21.0,23.0,0.0,23.0,60.1934546874,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8055,,,,,,,0.0,down,4.68677401543,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8029,5.0,0.0,0.0,0.0,,,1.0,right,2.0018520355200002,1,car,stim/car.jpg,yarn,train,stopsign
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8029,1.0,1.0,0.0,1.0,,,1.0,left,1.1693918705,1,bird,stim/cardinal.jpg,tree,guitar,turtle
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8029,0.0,2.0,0.0,2.0,,,1.0,down,0.785026073456,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8029,3.0,3.0,0.0,3.0,,,1.0,down,0.636209011078,1,sock,stim/sock.jpg,pants,shoe,cake
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8029,4.0,4.0,0.0,4.0,,,1.0,left,1.8517680168200001,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8029,2.0,5.0,0.0,5.0,,,1.0,right,0.868028879166,1,lock,stim/lock.jpg,grapes,handcuffs,key
thematic,,,,,,,2018_Oct_22_1331,taxthemexp_tax_img,,,,,60.3164586997,,,,8029,,,,,space,2.1694560051,,,,1,,,,,
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,21.0,0.0,0.0,0.0,60.3164586997,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8029,,,,,,,1.0,right,1.9853789806400002,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,dist,them,tax,down,2018_Oct_22_1331,taxthemexp_tax_img,17.0,1.0,0.0,1.0,60.3164586997,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8029,,,,,,,1.0,down,1.08404898643,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,dist,them,tax,down,2018_Oct_22_1331,taxthemexp_tax_img,3.0,2.0,0.0,2.0,60.3164586997,stim/hairdryer.jpg,stim/leash.jpg,stim/cat.jpg,8029,,,,,,,1.0,down,2.3850510120400004,1,dog,stim/dog.jpg,hairdryer,leash,cat
thematic,,,tax,dist,them,right,2018_Oct_22_1331,taxthemexp_tax_img,20.0,3.0,0.0,3.0,60.3164586997,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8029,,,,,,,1.0,right,1.48644089699,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,22.0,4.0,0.0,4.0,60.3164586997,stim/flashlight.jpg,stim/hair.jpg,stim/toothbrush.jpg,8029,,,,,,,1.0,right,1.2852020263700001,1,teeth,stim/teeth.jpg,flashlight,hair,toothbrush
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,13.0,5.0,0.0,5.0,60.3164586997,stim/binder.jpg,stim/balloon.jpg,stim/purse.jpg,8029,,,,,,,1.0,left,1.40136194229,1,backpack,stim/backpack.jpg,binder,balloon,purse
thematic,,,tax,dist,them,right,2018_Oct_22_1331,taxthemexp_tax_img,18.0,6.0,0.0,6.0,60.3164586997,stim/ham.jpg,stim/remote.jpg,stim/grill.jpg,8029,,,,,,,1.0,right,2.18661403656,1,steak,stim/steak.jpg,ham,remote,grill
thematic,,,tax,dist,them,right,2018_Oct_22_1331,taxthemexp_tax_img,23.0,7.0,0.0,7.0,60.3164586997,stim/croissant.jpg,stim/crib.jpg,stim/stove.jpg,8029,,,,,,,1.0,right,1.4339621067,1,pie,stim/pie.jpg,croissant,crib,stove
thematic,,,them,tax,dist,left,2018_Oct_22_1331,taxthemexp_tax_img,6.0,8.0,0.0,8.0,60.3164586997,stim/cork.jpg,stim/bottleopener.jpg,stim/globe.jpg,8029,,,,,,,1.0,left,1.4837501049000001,1,corkscrew,stim/corkscrew2.jpg,cork,bottle opener,globe
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,19.0,9.0,0.0,9.0,60.3164586997,stim/kayak.jpg,stim/armyguy.jpg,stim/dollhouse.jpg,8029,,,,,,,1.0,right,1.20143890381,1,doll,stim/doll.jpg,kayak,army guy,dollhouse
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,5.0,10.0,0.0,10.0,60.3164586997,stim/fridge.jpg,stim/dietcoke.jpg,stim/camera.jpg,8029,,,,,,,1.0,down,2.2521591186500003,1,cooler,stim/cooler.jpg,fridge,diet coke,camera
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,16.0,11.0,0.0,11.0,60.3164586997,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8029,,,,,,,1.0,right,0.769396066666,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,0.0,12.0,0.0,12.0,60.3164586997,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8029,,,,,,,1.0,down,1.3853468894999998,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,2.0,13.0,0.0,13.0,60.3164586997,stim/stool.jpg,stim/lightbulb.jpg,stim/tire.jpg,8029,,,,,,,1.0,down,2.7858560085299997,1,ladder,stim/ladder.jpg,stool,lightbulb,tire
thematic,,,dist,them,tax,down,2018_Oct_22_1331,taxthemexp_tax_img,14.0,14.0,0.0,14.0,60.3164586997,stim/fishhook.jpg,stim/rug.jpg,stim/duster.jpg,8029,,,,,,,1.0,down,1.16947102547,1,vacuum,stim/vacuum.jpg,fishhook,rug,duster
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,11.0,15.0,0.0,15.0,60.3164586997,stim/hanger.jpg,stim/scissors.jpg,stim/skirt.jpg,8029,,,,,,,1.0,left,2.01853013039,1,suit,stim/suit.jpg,hanger,scissors,skirt
thematic,,,dist,tax,them,right,2018_Oct_22_1331,taxthemexp_tax_img,15.0,16.0,0.0,16.0,60.3164586997,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8029,,,,,,,1.0,right,1.3341529369399998,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,10.0,17.0,0.0,17.0,60.3164586997,stim/lighter.jpg,stim/clock.jpg,stim/lantern.jpg,8029,,,,,,,1.0,left,3.1688430309299997,1,candle,stim/candle.jpg,lighter,clock,lantern
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,7.0,18.0,0.0,18.0,60.3164586997,stim/bullet.jpg,stim/starfish.jpg,stim/sword.jpg,8029,,,,,,,1.0,left,1.46859002113,1,gun,stim/gun.jpg,bullet,starfish,sword
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,12.0,19.0,0.0,19.0,60.3164586997,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8029,,,,,,,1.0,left,2.1348760128,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,8.0,20.0,0.0,20.0,60.3164586997,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8029,,,,,,,1.0,left,2.71876788139,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,tax,them,dist,down,2018_Oct_22_1331,taxthemexp_tax_img,4.0,21.0,0.0,21.0,60.3164586997,stim/exercisebike.jpg,stim/dumbbell.jpg,stim/goggles.jpg,8029,,,,,,,1.0,down,1.73632907867,1,exercise bench,stim/exercisebench.jpg,exercise bike,dumbbell,goggles
thematic,,,them,dist,tax,left,2018_Oct_22_1331,taxthemexp_tax_img,9.0,22.0,0.0,22.0,60.3164586997,stim/birdcage.jpg,stim/skates.jpg,stim/butterfly.jpg,8029,,,,,,,1.0,left,0.834697008133,1,parrot,stim/parrot.jpg,bird cage,skates,butterfly
