Experiment,Unnamed: 24,Unnamed: 30,cat1,cat2,cat3,correct,date,expName,expTrials.thisIndex,expTrials.thisN,expTrials.thisRepN,expTrials.thisTrialN,frameRate,img1,img2,img3,participant,pracTrials.thisIndex,pracTrials.thisN,pracTrials.thisRepN,pracTrials.thisTrialN,readyTest.keys,readyTest.rt,resp.corr,resp.keys,resp.rt,session,targ,targ_img,word1,word2,word3
thematic,,,tax,dist,them,right,2018_Oct_18_1421,taxthemexp_tax_img,18.0,9.0,0.0,9.0,60.0708653072,stim/ham.jpg,stim/remote.jpg,stim/grill.jpg,8019,,,,,,,0.0,left,1.08536696434,1,steak,stim/steak.jpg,ham,remote,grill
thematic,,,dist,tax,them,right,2018_Oct_18_1421,taxthemexp_tax_img,15.0,10.0,0.0,10.0,60.0708653072,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8019,,,,,,,1.0,right,0.9493639469149999,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,dist,tax,them,right,2018_Oct_18_1421,taxthemexp_tax_img,16.0,11.0,0.0,11.0,60.0708653072,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8019,,,,,,,1.0,right,0.51774597168,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,dist,tax,them,right,2018_Oct_18_1421,taxthemexp_tax_img,21.0,12.0,0.0,12.0,60.0708653072,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8019,,,,,,,0.0,down,2.38423705101,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,dist,them,tax,down,2018_Oct_18_1421,taxthemexp_tax_img,17.0,13.0,0.0,13.0,60.0708653072,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8019,,,,,,,1.0,down,1.3363409042399998,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,them,dist,tax,left,2018_Oct_18_1421,taxthemexp_tax_img,10.0,14.0,0.0,14.0,60.0708653072,stim/lighter.jpg,stim/clock.jpg,stim/lantern.jpg,8019,,,,,,,0.0,right,1.7351698875400001,1,candle,stim/candle.jpg,lighter,clock,lantern
thematic,,,them,dist,tax,left,2018_Oct_18_1421,taxthemexp_tax_img,12.0,15.0,0.0,15.0,60.0708653072,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8019,,,,,,,1.0,left,1.31734013557,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,tax,them,dist,down,2018_Oct_18_1421,taxthemexp_tax_img,5.0,16.0,0.0,16.0,60.0708653072,stim/fridge.jpg,stim/dietcoke.jpg,stim/camera.jpg,8019,,,,,,,1.0,down,0.583180904388,1,cooler,stim/cooler.jpg,fridge,diet coke,camera
thematic,,,them,dist,tax,left,2018_Oct_18_1421,taxthemexp_tax_img,8.0,17.0,0.0,17.0,60.0708653072,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8019,,,,,,,0.0,down,1.08382296562,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,dist,tax,them,right,2018_Oct_18_1421,taxthemexp_tax_img,22.0,18.0,0.0,18.0,60.0708653072,stim/flashlight.jpg,stim/hair.jpg,stim/toothbrush.jpg,8019,,,,,,,0.0,down,1.25200295448,1,teeth,stim/teeth.jpg,flashlight,hair,toothbrush
thematic,,,dist,tax,them,right,2018_Oct_18_1421,taxthemexp_tax_img,19.0,19.0,0.0,19.0,60.0708653072,stim/kayak.jpg,stim/armyguy.jpg,stim/dollhouse.jpg,8019,,,,,,,1.0,right,0.667186975479,1,doll,stim/doll.jpg,kayak,army guy,dollhouse
thematic,,,tax,dist,them,right,2018_Oct_18_1421,taxthemexp_tax_img,20.0,20.0,0.0,20.0,60.0708653072,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8019,,,,,,,1.0,right,1.43529891968,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,them,dist,tax,left,2018_Oct_18_1421,taxthemexp_tax_img,7.0,21.0,0.0,21.0,60.0708653072,stim/bullet.jpg,stim/starfish.jpg,stim/sword.jpg,8019,,,,,,,0.0,right,1.48500704765,1,gun,stim/gun.jpg,bullet,starfish,sword
thematic,,,tax,them,dist,down,2018_Oct_18_1421,taxthemexp_tax_img,2.0,22.0,0.0,22.0,60.0708653072,stim/stool.jpg,stim/lightbulb.jpg,stim/tire.jpg,8019,,,,,,,0.0,left,1.36835217476,1,ladder,stim/ladder.jpg,stool,lightbulb,tire
thematic,,,tax,them,dist,down,2018_Oct_18_1421,taxthemexp_tax_img,0.0,23.0,0.0,23.0,60.0708653072,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8019,,,,,,,1.0,down,0.818316936493,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8044,4.0,0.0,0.0,0.0,,,0.0,left,1.06991791725,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8044,2.0,1.0,0.0,1.0,,,1.0,down,0.8523089885709999,1,lock,stim/lock.jpg,grapes,handcuffs,key
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8044,3.0,2.0,0.0,2.0,,,1.0,left,1.31944704056,1,sock,stim/sock.jpg,pants,shoe,cake
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8044,0.0,3.0,0.0,3.0,,,1.0,left,1.25095105171,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8044,5.0,4.0,0.0,4.0,,,1.0,down,0.701439142227,1,car,stim/car.jpg,yarn,train,stopsign
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8044,1.0,5.0,0.0,5.0,,,1.0,right,0.968492984772,1,bird,stim/cardinal.jpg,tree,guitar,turtle
taxonomic,,,,,,,2018_Oct_25_1435,taxthemexp_tax_img,,,,,59.8906510816,,,,8044,,,,,space,3.9877290725699996,,,,1,,,,,
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,18.0,0.0,0.0,0.0,59.8906510816,stim/saltshaker.jpg,stim/ring.jpg,stim/jewellerybox.jpg,8044,,,,,,,1.0,down,0.9514930248260001,1,necklace,stim/necklace.jpg,saltshaker,ring,jewellery box
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,11.0,1.0,0.0,1.0,59.8906510816,stim/spoon.jpg,stim/plate.jpg,stim/purse.jpg,8044,,,,,,,1.0,left,0.716752052307,1,fork,stim/fork.jpg,spoon,plate,purse
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,14.0,2.0,0.0,2.0,59.8906510816,stim/camel.jpg,stim/sword.jpg,stim/cuttingboard.jpg,8044,,,,,,,1.0,down,0.401395082474,1,knife,stim/knife.jpg,camel,sword,cutting board
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,13.0,3.0,0.0,3.0,59.8906510816,stim/clarinet.jpg,stim/musicstand.jpg,stim/chips.jpg,8044,,,,,,,1.0,left,0.433781147003,1,horn,stim/horn.jpg,clarinet,music stand,chips
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,20.0,4.0,0.0,4.0,59.8906510816,stim/shredder.jpg,stim/desk.jpg,stim/wheelchair.jpg,8044,,,,,,,1.0,left,1.9688198566400001,1,printer,stim/printer.jpg,shredder,desk,wheelchair
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,16.0,5.0,0.0,5.0,59.8906510816,stim/calculator.jpg,stim/duster.jpg,stim/bucket.jpg,8044,,,,,,,1.0,down,1.1837990284,1,mop,stim/mop.jpg,calculator,duster,bucket
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,23.0,6.0,0.0,6.0,59.8906510816,stim/suit.jpg,stim/snowglobe.jpg,stim/basket.jpg,8044,,,,,,,0.0,left,1.10146689415,1,suitcase,stim/suitcase.jpg,suit,snowglobe,basket
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,9.0,7.0,0.0,7.0,59.8906510816,stim/juice.jpg,stim/ironboard.jpg,stim/mug.jpg,8044,,,,,,,0.0,left,0.85111284256,1,cup,stim/cup.jpg,juice,ironing board,mug
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,10.0,8.0,0.0,8.0,59.8906510816,stim/ribbon.jpg,stim/croissant.jpg,stim/pan.jpg,8044,,,,,,,0.0,right,1.2343950271600002,1,eggs,stim/eggs.jpg,ribbon,croissant,pan
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,5.0,9.0,0.0,9.0,59.8906510816,stim/chessboard.jpg,stim/icecream.jpg,stim/cheesegrater.jpg,8044,,,,,,,0.0,right,1.2519659995999999,1,cheese,stim/cheese.jpg,chessboard,ice cream,cheese grater
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,0.0,10.0,0.0,10.0,59.8906510816,stim/canoe.jpg,stim/neckpillow.jpg,stim/duck.jpg,8044,,,,,,,1.0,left,2.4353969097099997,1,airplane,stim/airplane.jpg,canoe,neck pillow,duck
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,8.0,11.0,0.0,11.0,59.8906510816,stim/wine.jpg,stim/peanut.jpg,stim/peeler.jpg,8044,,,,,,,0.0,down,1.9029741287200002,1,corkscrew,stim/corkscrew.jpg,wine,peanut,peeler
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,22.0,12.0,0.0,12.0,59.8906510816,stim/sewingmachine.jpg,stim/watch.jpg,stim/yarn.jpg,8044,,,,,,,1.0,right,0.667950153351,1,string,stim/string.jpg,sewing machine,watch,yarn
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,6.0,13.0,0.0,13.0,59.8906510816,stim/peanut.jpg,stim/mixer.jpg,stim/cat.jpg,8044,,,,,,,1.0,right,0.9180121421809999,1,chipmunk,stim/chipmunk.jpg,peanut,mixer,cat
taxonomic,,,tax,dist,them,left,2018_Oct_25_1435,taxthemexp_tax_img,19.0,14.0,0.0,14.0,59.8906510816,stim/pen.jpg,stim/rooster.jpg,stim/easel.jpg,8044,,,,,,,0.0,right,2.51831507683,1,paintbrush,stim/paintbrush.jpg,pen,rooster,easel
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,4.0,15.0,0.0,15.0,59.8906510816,stim/foodprocessor.jpg,stim/easel.jpg,stim/ruler.jpg,8044,,,,,,,0.0,right,2.41792106628,1,blackboard,stim/blackboard.jpg,food processor,easel,ruler
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,12.0,16.0,0.0,16.0,59.8906510816,stim/hairbrush.jpg,stim/golfball.jpg,stim/scrunchie.jpg,8044,,,,,,,1.0,right,0.836274147034,1,headband,stim/headband.jpg,hairbrush,golfball,scrunchie
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,1.0,17.0,0.0,17.0,59.8906510816,stim/dumbbell.jpg,stim/lifejacket.jpg,stim/antelope.jpg,8044,,,,,,,0.0,down,2.23535013199,1,anchor,stim/anchor.jpg,weight,life jacket,antelope
taxonomic,,,tax,dist,them,left,2018_Oct_25_1435,taxthemexp_tax_img,15.0,18.0,0.0,18.0,59.8906510816,stim/candle.jpg,stim/mailbox.jpg,stim/table.jpg,8044,,,,,,,1.0,left,0.818082094193,1,lamp,stim/lamp.jpg,candle,mailbox,table
taxonomic,,,dist,tax,them,down,2018_Oct_25_1435,taxthemexp_tax_img,3.0,19.0,0.0,19.0,59.8906510816,stim/bell.jpg,stim/microscope.jpg,stim/puffin.jpg,8044,,,,,,,1.0,down,1.0191800594299998,1,binoculars,stim/binoculars.jpg,bell,microscope,puffin
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,21.0,20.0,0.0,20.0,59.8906510816,stim/chips.jpg,stim/seashell.jpg,stim/juice.jpg,8044,,,,,,,1.0,right,0.51789689064,1,soda,stim/soda.jpg,chips,seashell,juice
taxonomic,,,tax,them,dist,left,2018_Oct_25_1435,taxthemexp_tax_img,7.0,21.0,0.0,21.0,59.8906510816,stim/pipe.jpg,stim/cigarettecutter.jpg,stim/tissuebox.jpg,8044,,,,,,,1.0,left,1.30154585838,1,cigarette,stim/cigarette.jpg,pipe,cigarette cutter,tissue box
taxonomic,,,them,tax,dist,down,2018_Oct_25_1435,taxthemexp_tax_img,2.0,22.0,0.0,22.0,59.8906510816,stim/ball.jpg,stim/racket.jpg,stim/dresser.jpg,8044,,,,,,,1.0,down,1.0524439811700002,1,bat,stim/bat.jpg,ball,racket,dresser
taxonomic,,,them,dist,tax,right,2018_Oct_25_1435,taxthemexp_tax_img,17.0,23.0,0.0,23.0,59.8906510816,stim/helmet.jpg,stim/umbrella.jpg,stim/car.jpg,8044,,,,,,,1.0,right,0.685221910477,1,motorcycle,stim/motorcycle.jpg,helmet,umbrella,car
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8042,1.0,0.0,0.0,0.0,,,0.0,right,1.8367478847499998,1,bird,stim/cardinal.jpg,tree,guitar,turtle
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8042,3.0,1.0,0.0,1.0,,,0.0,left,3.6200850009900005,1,sock,stim/sock.jpg,pants,shoe,cake
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8042,4.0,2.0,0.0,2.0,,,1.0,left,3.2535991668700004,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8042,5.0,3.0,0.0,3.0,,,1.0,right,1.03470396996,1,car,stim/car.jpg,yarn,train,stopsign
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8042,0.0,4.0,0.0,4.0,,,1.0,down,2.05179691315,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8042,2.0,5.0,0.0,5.0,,,1.0,right,1.20150899887,1,lock,stim/lock.jpg,grapes,handcuffs,key
thematic,,,,,,,2018_Oct_25_1130,taxthemexp_tax_img,,,,,59.933355053,,,,8042,,,,,space,3.5347509384199993,,,,1,,,,,
thematic,,,tax,dist,them,right,2018_Oct_25_1130,taxthemexp_tax_img,18.0,0.0,0.0,0.0,59.933355053,stim/ham.jpg,stim/remote.jpg,stim/grill.jpg,8042,,,,,,,1.0,right,1.45331287384,1,steak,stim/steak.jpg,ham,remote,grill
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,19.0,1.0,0.0,1.0,59.933355053,stim/kayak.jpg,stim/armyguy.jpg,stim/dollhouse.jpg,8042,,,,,,,1.0,right,1.6183509826700002,1,doll,stim/doll.jpg,kayak,army guy,dollhouse
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,7.0,2.0,0.0,2.0,59.933355053,stim/bullet.jpg,stim/starfish.jpg,stim/sword.jpg,8042,,,,,,,1.0,left,1.30078887939,1,gun,stim/gun.jpg,bullet,starfish,sword
thematic,,,them,tax,dist,left,2018_Oct_25_1130,taxthemexp_tax_img,6.0,3.0,0.0,3.0,59.933355053,stim/cork.jpg,stim/bottleopener.jpg,stim/globe.jpg,8042,,,,,,,1.0,left,1.9022111892700002,1,corkscrew,stim/corkscrew2.jpg,cork,bottle opener,globe
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,5.0,4.0,0.0,4.0,59.933355053,stim/fridge.jpg,stim/dietcoke.jpg,stim/camera.jpg,8042,,,,,,,1.0,down,2.20169091225,1,cooler,stim/cooler.jpg,fridge,diet coke,camera
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,11.0,5.0,0.0,5.0,59.933355053,stim/hanger.jpg,stim/scissors.jpg,stim/skirt.jpg,8042,,,,,,,1.0,left,1.20075106621,1,suit,stim/suit.jpg,hanger,scissors,skirt
thematic,,,dist,them,tax,down,2018_Oct_25_1130,taxthemexp_tax_img,3.0,6.0,0.0,6.0,59.933355053,stim/hairdryer.jpg,stim/leash.jpg,stim/cat.jpg,8042,,,,,,,1.0,down,2.86878800392,1,dog,stim/dog.jpg,hairdryer,leash,cat
thematic,,,dist,them,tax,down,2018_Oct_25_1130,taxthemexp_tax_img,14.0,7.0,0.0,7.0,59.933355053,stim/fishhook.jpg,stim/rug.jpg,stim/duster.jpg,8042,,,,,,,1.0,down,3.01986217499,1,vacuum,stim/vacuum.jpg,fishhook,rug,duster
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,22.0,8.0,0.0,8.0,59.933355053,stim/flashlight.jpg,stim/hair.jpg,stim/toothbrush.jpg,8042,,,,,,,1.0,right,6.50394582748,1,teeth,stim/teeth.jpg,flashlight,hair,toothbrush
thematic,,,dist,them,tax,down,2018_Oct_25_1130,taxthemexp_tax_img,1.0,9.0,0.0,9.0,59.933355053,stim/thimble.jpg,stim/log.jpg,stim/shovel.jpg,8042,,,,,,,1.0,down,1.88628983498,1,axe,stim/axe.jpg,thimble,log,shovel
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,4.0,10.0,0.0,10.0,59.933355053,stim/exercisebike.jpg,stim/dumbbell.jpg,stim/goggles.jpg,8042,,,,,,,1.0,down,1.66845607758,1,exercise bench,stim/exercisebench.jpg,exercise bike,dumbbell,goggles
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,15.0,11.0,0.0,11.0,59.933355053,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8042,,,,,,,1.0,right,3.23480796814,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,13.0,12.0,0.0,12.0,59.933355053,stim/binder.jpg,stim/balloon.jpg,stim/purse.jpg,8042,,,,,,,1.0,left,2.33540201187,1,backpack,stim/backpack.jpg,binder,balloon,purse
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,8.0,13.0,0.0,13.0,59.933355053,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8042,,,,,,,1.0,left,4.0012960434,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,2.0,14.0,0.0,14.0,59.933355053,stim/stool.jpg,stim/lightbulb.jpg,stim/tire.jpg,8042,,,,,,,1.0,down,6.051885843280001,1,ladder,stim/ladder.jpg,stool,lightbulb,tire
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,21.0,15.0,0.0,15.0,59.933355053,stim/lipstick.jpg,stim/radio.jpg,stim/speakers.jpg,8042,,,,,,,1.0,right,2.21925997734,1,record player,stim/recordplayer.jpg,lipstick,radio,speakers
thematic,,,dist,them,tax,down,2018_Oct_25_1130,taxthemexp_tax_img,17.0,16.0,0.0,16.0,59.933355053,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8042,,,,,,,1.0,down,1.90208292007,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,tax,them,dist,down,2018_Oct_25_1130,taxthemexp_tax_img,0.0,17.0,0.0,17.0,59.933355053,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8042,,,,,,,1.0,down,1.33507299423,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
thematic,,,tax,dist,them,right,2018_Oct_25_1130,taxthemexp_tax_img,20.0,18.0,0.0,18.0,59.933355053,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8042,,,,,,,1.0,right,1.53435611725,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,tax,dist,them,right,2018_Oct_25_1130,taxthemexp_tax_img,23.0,19.0,0.0,19.0,59.933355053,stim/croissant.jpg,stim/crib.jpg,stim/stove.jpg,8042,,,,,,,1.0,right,1.05069994926,1,pie,stim/pie.jpg,croissant,crib,stove
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,9.0,20.0,0.0,20.0,59.933355053,stim/birdcage.jpg,stim/skates.jpg,stim/butterfly.jpg,8042,,,,,,,1.0,left,0.70161318779,1,parrot,stim/parrot.jpg,bird cage,skates,butterfly
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,12.0,21.0,0.0,21.0,59.933355053,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8042,,,,,,,1.0,left,2.2004809379599997,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,them,dist,tax,left,2018_Oct_25_1130,taxthemexp_tax_img,10.0,22.0,0.0,22.0,59.933355053,stim/lighter.jpg,stim/clock.jpg,stim/lantern.jpg,8042,,,,,,,1.0,left,1.9860370159099998,1,candle,stim/candle.jpg,lighter,clock,lantern
thematic,,,dist,tax,them,right,2018_Oct_25_1130,taxthemexp_tax_img,16.0,23.0,0.0,23.0,59.933355053,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8042,,,,,,,1.0,right,1.15178799629,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,them,dist,tax,left,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/bread.jpg,stim/trumpet.jpg,stim/microwave.jpg,8074,4.0,0.0,0.0,0.0,,,0.0,right,1.5535001754799997,1,toaster,stim/toaster.jpg,bread,trumpet,microwave
thematic,,,dist,tax,them,right,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/grapes.jpg,stim/handcuffs.jpg,stim/key.jpg,8074,2.0,1.0,0.0,1.0,,,0.0,down,0.568166017532,1,lock,stim/lock.jpg,grapes,handcuffs,key
thematic,,,tax,them,dist,down,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/pants.jpg,stim/shoe.jpg,stim/cake.jpg,8074,3.0,2.0,0.0,2.0,,,0.0,left,2.53446793556,1,sock,stim/sock.jpg,pants,shoe,cake
thematic,,,them,dist,tax,left,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/tree.jpg,stim/guitar.jpg,stim/turtle.jpg,8074,1.0,3.0,0.0,3.0,,,0.0,right,1.08475804329,1,bird,stim/cardinal.jpg,tree,guitar,turtle
thematic,,,dist,tax,them,right,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/yarn.jpg,stim/train.jpg,stim/stopsign.jpg,8074,5.0,4.0,0.0,4.0,,,1.0,right,1.71742796898,1,car,stim/car.jpg,yarn,train,stopsign
thematic,,,tax,them,dist,down,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,stim/coffeemaker.jpg,stim/stove.jpg,stim/doorknob.jpg,8074,0.0,5.0,0.0,5.0,,,1.0,down,1.61971306801,1,kettle,stim/kettle.jpg,coffee maker,stove,doorknob
thematic,,,,,,,2018_Nov_06_1334,taxthemexp_tax_img,,,,,60.0831706258,,,,8074,,,,,space,2.05210280418,,,,1,,,,,
thematic,,,them,dist,tax,left,2018_Nov_06_1334,taxthemexp_tax_img,12.0,0.0,0.0,0.0,60.0831706258,stim/cup.jpg,stim/button.jpg,stim/stroller.jpg,8074,,,,,,,1.0,left,4.05256891251,1,highchair,stim/highchair.jpg,cup,button,stroller
thematic,,,them,dist,tax,left,2018_Nov_06_1334,taxthemexp_tax_img,8.0,1.0,0.0,1.0,60.0831706258,stim/cashregister.jpg,stim/lunchbox.jpg,stim/coin.jpg,8074,,,,,,,1.0,left,2.55185985565,1,money,stim/money.jpg,cash register,lunchbox,coin
thematic,,,dist,tax,them,right,2018_Nov_06_1334,taxthemexp_tax_img,16.0,2.0,0.0,2.0,60.0831706258,stim/mirror.jpg,stim/shotglass.jpg,stim/winebottle.jpg,8074,,,,,,,1.0,right,1.2188501358,1,wine glass,stim/wineglass.jpg,mirror,shotglass,wine bottle
thematic,,,tax,them,dist,down,2018_Nov_06_1334,taxthemexp_tax_img,4.0,3.0,0.0,3.0,60.0831706258,stim/exercisebike.jpg,stim/dumbbell.jpg,stim/goggles.jpg,8074,,,,,,,1.0,down,2.66854810715,1,exercise bench,stim/exercisebench.jpg,exercise bike,dumbbell,goggles
thematic,,,dist,them,tax,down,2018_Nov_06_1334,taxthemexp_tax_img,17.0,4.0,0.0,4.0,60.0831706258,stim/lightswitch.jpg,stim/file.jpg,stim/dresser.jpg,8074,,,,,,,1.0,down,2.7344250679,1,file cabinet,stim/filecabinet.jpg,lightswitch,file,dresser
thematic,,,tax,dist,them,right,2018_Nov_06_1334,taxthemexp_tax_img,20.0,5.0,0.0,5.0,60.0831706258,stim/skateboard.jpg,stim/lawnmower.jpg,stim/skatehelmet.jpg,8074,,,,,,,1.0,right,2.51758503914,1,rollerblades,stim/rollerblades.jpg,skateboard,lawnmower,helmet
thematic,,,tax,them,dist,down,2018_Nov_06_1334,taxthemexp_tax_img,0.0,6.0,0.0,6.0,60.0831706258,stim/peeler.jpg,stim/pasta.jpg,stim/receipt.jpg,8074,,,,,,,1.0,down,3.03641486168,1,strainer,stim/strainer.jpg,peeler,pasta,receipt
thematic,,,dist,tax,them,right,2018_Nov_06_1334,taxthemexp_tax_img,15.0,7.0,0.0,7.0,60.0831706258,stim/slinky.jpg,stim/basket.jpg,stim/shirt.jpg,8074,,,,,,,1.0,right,0.968253135681,1,laundry basket,stim/laundrybasket.jpg,slinky,basket,shirt
thematic,,,dist,them,tax,down,2018_Nov_06_1334,taxthemexp_tax_img,3.0,8.0,0.0,8.0,60.0831706258,stim/hairdryer.jpg,stim/leash.jpg,stim/cat.jpg,8074,,,,,,,1.0,down,1.33518600464,1,dog,stim/dog.jpg,hairdryer,leash,cat
thematic,,,dist,them,tax,down,2018_Nov_06_1334,taxthemexp_tax_img,1.0,9.0,0.0,9.0,60.0831706258,stim/thimble.jpg,stim/log.jpg,stim/shovel.jpg,8074,,,,,,,1.0,down,5.33566403389,1,axe,stim/axe.jpg,thimble,log,shovel
